state,decision_id,decision,score,distinctive_max,distance_km,grid3_id,grid3_code,grid3_name,grid3_admin_path,hfr_id,hfr_code,hfr_name,hfr_admin_path,evidence,review_outcome,reviewer,reviewed_at,reason
Edo,xwd:sha256:0027623667a6f82ab87aae580e4d65df6e0a542c4f80c23e4e108b37bcce44b7,match,0.8312,0.86,0.0,grid3:7dfc4755-d4e1-4696-8469-c86ae9785543,12/17/1/1/1/0028,Ikpeyan Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan West"", ""settlement"": ""Okpuje""}",hfr:7dfc4755-d4e1-4696-8469-c86ae9785543,7dfc4755-d4e1-4696-8469-c86ae9785543,Ikpeyan Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan West"", ""settlement"": ""EDSSGD10""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 0.888, ""name_tftoken"": 0.806, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:01432c234d5b958079b019044bbf57c1269bcb7d28952043e8d9df1cfd62ccfe,match,0.9333,1.0,0.0,grid3:7bb37cdf-e26d-4367-8e09-35d39a626feb,12/16/1/1/1/0054,Ikhin Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan East"", ""settlement"": ""4 Bimion""}",hfr:7bb37cdf-e26d-4367-8e09-35d39a626feb,7bb37cdf-e26d-4367-8e09-35d39a626feb,Ikhin Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan East"", ""settlement"": ""EDSAFZ10""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:01a3d40fdf39a0e9bd9841392943f37a458fc2b65cf1d7e381ec3c629ce1689f,match,0.7084,0.86,0.27,grid3:4e0992cf-bacb-442a-9e24-31fe0d93a6da,12/16/1/1/1/0056,Ohanmi Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan East"", ""settlement"": ""4 Bimion""}",hfr:da6e8622-1425-475f-8519-df9c8cb95f4f,da6e8622-1425-475f-8519-df9c8cb95f4f,Ohami Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan East"", ""settlement"": ""EDSAFZ10""}","{""admin_path"": 0.6, ""distance_km"": 0.27, ""geo"": 0.914, ""name"": 0.992, ""name_tftoken"": 0.377, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:021c45f1bd9f6979bc1fe6ddf4fb80a7b616550710f0e9c93c09d20311930f4e,match,0.9333,1.0,0.0,grid3:fea9b58b-bd9e-45f4-aa1d-fcc90590b7f9,12/04/1/1/1/0004,Efandion Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Esan North-East"", ""settlement"": ""Efandion""}",hfr:fea9b58b-bd9e-45f4-aa1d-fcc90590b7f9,fea9b58b-bd9e-45f4-aa1d-fcc90590b7f9,Efandion Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Esan North-East"", ""settlement"": ""EDSURM06""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:021d4e304dc1fedb5cb92402e0d94a1ef180586a2b274b6e0d59e5e2816dd10b,match,0.7039,0.938,1.42,grid3:81dc2cec-e8b9-4503-b2bb-ed1eaf320b13,12/17/1/1/1/0040,Ukhuse Oke Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan West"", ""settlement"": ""Ogbagun/Iloje""}",hfr:b7d3c1cc-6860-4bd9-8a85-071e531e10a0,b7d3c1cc-6860-4bd9-8a85-071e531e10a0,Ukhuse Osi Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan West"", ""settlement"": ""EDSSGD07""}","{""admin_path"": 0.6, ""distance_km"": 1.42, ""geo"": 0.624, ""name"": 0.938, ""name_tftoken"": 0.563, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:023b592b4bc40f1b1813a300608aeb3199627b2a16542f69bbca69500b5d6275,match,0.9333,0.86,0.0,grid3:2cec0252-bd47-43fe-a906-b13d977c03e4,12/12/1/1/2/0112,Ariowa Clinic,"{""admin1"": ""Edo"", ""admin2"": ""Oredo"", ""settlement"": ""Oredo 4""}",hfr:2cec0252-bd47-43fe-a906-b13d977c03e4,2cec0252-bd47-43fe-a906-b13d977c03e4,Ariowa Clinic,"{""admin1"": ""Edo"", ""admin2"": ""Oredo"", ""settlement"": ""EDSBEN06""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:0283163ec1511f22081ad28d4f9c4c6277824da89458fe6e3f230971d2d36858,match,0.8643,0.947,0.0,grid3:eae4c253-3417-47de-bc4c-a2f5f803e3d5,12/12/1/2/2/0010,Time Medical Clinic Maternity,"{""admin1"": ""Edo"", ""admin2"": ""Oredo"", ""settlement"": ""Oredo 3""}",hfr:eae4c253-3417-47de-bc4c-a2f5f803e3d5,eae4c253-3417-47de-bc4c-a2f5f803e3d5,Time Medical Clinic and Maternity,"{""admin1"": ""Edo"", ""admin2"": ""Oredo"", ""settlement"": ""EDSBEN11""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 0.955, ""name_phrase"": ""time medical"", ""name_phrase_rarity"": 0.947, ""name_tftoken"": 0.838, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:02ec17e698a274c7df9852d473b6a354dbeb9f5dd08381ce837bb616b274cf1e,match,0.9333,0.86,0.0,grid3:a90ccec1-7f54-4930-9d73-dc772d396fdc,12/16/1/1/1/0034,Arokho Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan East"", ""settlement"": ""4 Bimion""}",hfr:a90ccec1-7f54-4930-9d73-dc772d396fdc,a90ccec1-7f54-4930-9d73-dc772d396fdc,Arokho Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan East"", ""settlement"": ""EDSAFZ10""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:02ff3142e7cb0ac877080248312ac305b4f4cda7aac1eba9cd1237f27642fc73,match,0.9333,0.86,0.0,grid3:d18fea90-424f-469a-a0f0-88428831194c,12/01/1/1/1/0037,Ugbogbo Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Akoko-Edo"", ""settlement"": ""Ugbogbo""}",hfr:d18fea90-424f-469a-a0f0-88428831194c,d18fea90-424f-469a-a0f0-88428831194c,Ugbogbo Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Akoko-Edo"", ""settlement"": ""EDSGAR01""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:0305b6696304fa33393a580b9ad1eb243c41e8cac33a4b095744b4961149d745,match,0.9333,0.976,0.0,grid3:bae5e40f-23fb-4432-bf87-c46ac9eed916,12/05/1/1/1/0007,Okhuesan Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Esan South-East"", ""settlement"": ""Emu""}",hfr:bae5e40f-23fb-4432-bf87-c46ac9eed916,bae5e40f-23fb-4432-bf87-c46ac9eed916,Okhuesan Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Esan South-East"", ""settlement"": ""EDSUBJ05""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:03d85bafcd63bd0e921d7a69c4cd440360b890f6efe1b1d222fd74045acd2a97,match,0.7498,0.861,0.0,grid3:4916ec99-4c8d-4a48-9dbc-92084b3e4d22,12/01/1/1/2/0004,Auchi Polyclinic Cottage Hospital,"{""admin1"": ""Edo"", ""admin2"": ""Etsako West"", ""settlement"": ""Auchi 3""}",hfr:4916ec99-4c8d-4a48-9dbc-92084b3e4d22,4916ec99-4c8d-4a48-9dbc-92084b3e4d22,Auchi Polytechnic Cottage Hospital,"{""admin1"": ""Edo"", ""admin2"": ""Etsako West"", ""settlement"": ""EDSAUC12""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 0.925, ""name_tftoken"": 0.524, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:03e843887fd1fe87885202d6e3bd51cc65f3b36fedda3b2d42bd743ebe186f5e,match,0.7936,0.88,0.0,grid3:6d535866-be6d-4d56-8447-1e3f2e84a5e7,12/09/1/1/1/0019,Jattu Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Etsako West"", ""settlement"": ""Uzairue S E""}",hfr:6d535866-be6d-4d56-8447-1e3f2e84a5e7,6d535866-be6d-4d56-8447-1e3f2e84a5e7,Jattu Uzairue Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Etsako West"", ""settlement"": ""EDSAUC07""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 0.88, ""name_tftoken"": 0.701, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:04342dcbbea5f210a646a0dd07530384dbd7560a46fc174fe5b2028e57866ffd,match,0.8048,0.961,0.0,grid3:8aa25e89-c59d-4206-8238-3d1992ee99f0,12/14/1/1/1/0041,Utese Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Ovia North-East"", ""settlement"": ""Uhen""}",hfr:8aa25e89-c59d-4206-8238-3d1992ee99f0,8aa25e89-c59d-4206-8238-3d1992ee99f0,Utese Primary Health Care,"{""admin1"": ""Edo"", ""admin2"": ""Ovia North-East"", ""settlement"": ""EDSAKA07""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 0.961, ""name_tftoken"": 0.653}",,,,
Edo,xwd:sha256:0469b961a16066bb1a21596efea1bfeb94691927baa2dd1b84448155529d8376,match,0.9333,0.772,0.0,grid3:dd169ead-21db-48f2-b9fe-c63a5a06f399,,Private Dental Clinic,"{""admin1"": ""Edo"", ""admin2"": ""Esan West"", ""settlement"": ""Eguare""}",hfr:dd169ead-21db-48f2-b9fe-c63a5a06f399,dd169ead-21db-48f2-b9fe-c63a5a06f399,Private Dental Clinic,"{""admin1"": ""Edo"", ""admin2"": ""Esan West"", ""settlement"": ""EDSEKP06""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:04a6dd89d8cdd952103e392b107ab5718c222545be0988492214d0dea5542219,match,0.7948,0.943,0.0,grid3:9a927cc1-4469-4aef-8ebc-b1409de7d223,12/01/1/1/1/0040,Egbetua Primary Health Clinic,"{""admin1"": ""Edo"", ""admin2"": ""Akoko-Edo"", ""settlement"": ""Ososo""}",hfr:9a927cc1-4469-4aef-8ebc-b1409de7d223,9a927cc1-4469-4aef-8ebc-b1409de7d223,Egbetua Primary Health Care,"{""admin1"": ""Edo"", ""admin2"": ""Akoko-Edo"", ""settlement"": ""EDSGAR10""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 0.943, ""name_tftoken"": 0.641}",,,,
Edo,xwd:sha256:05c653ae851e07d0364a40c671b4ae892297d4577a80cf5526a25816ee179a0d,match,0.8833,0.86,0.0,grid3:ad5a85ed-b528-4131-aab9-a9d996f877ac,,Dominin Nursing and Maternity,"{""admin1"": ""Edo"", ""admin2"": ""Uhunmwode"", ""settlement"": ""Ehor""}",hfr:ad5a85ed-b528-4131-aab9-a9d996f877ac,ad5a85ed-b528-4131-aab9-a9d996f877ac,Dominin Nursing and Maternity,"{""admin1"": ""Edo"", ""admin2"": ""Uhunmwonde"", ""settlement"": ""EDSEHR06""}","{""admin_path"": 0.3, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:05c7e1a2b086080cf13c51fa9c018784bad138243423c64c779d498b6f025084,match,0.7241,0.842,0.0,grid3:7309c6f3-8bd0-4267-9e35-577c0f7edde7,12/01/1/1/1/0002,Akpama Health Post,"{""admin1"": ""Edo"", ""admin2"": ""Akoko-Edo"", ""settlement"": ""Uneme""}",hfr:7309c6f3-8bd0-4267-9e35-577c0f7edde7,7309c6f3-8bd0-4267-9e35-577c0f7edde7,Akpama Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Akoko-Edo"", ""settlement"": ""EDSGAR09""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 0.842, ""name_tftoken"": 0.53, ""name_type"": 0.0}",,,,
Edo,xwd:sha256:06412e18118915221fb7d431b84d72f0b19973889e25d7a3729499970d7ed61d,match,0.9333,1.0,0.0,grid3:448863c6-1f6f-44e6-8265-a1e14f303deb,12/04/1/1/1/0005,Arue Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Esan North-East"", ""settlement"": ""Arue""}",hfr:448863c6-1f6f-44e6-8265-a1e14f303deb,448863c6-1f6f-44e6-8265-a1e14f303deb,Arue Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Esan North-East"", ""settlement"": ""EDSURM04""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:06a75694e5439063ef946895f470b3d2c87216eae15f0b8795ce8bae51b73b06,match,0.9333,1.0,0.0,grid3:353ebfbc-0056-4474-b2ad-87c834de098a,,Atiti Clinic,"{""admin1"": ""Edo"", ""admin2"": ""Esan West"", ""settlement"": ""Ihumudumu""}",hfr:353ebfbc-0056-4474-b2ad-87c834de098a,353ebfbc-0056-4474-b2ad-87c834de098a,Atiti Clinic,"{""admin1"": ""Edo"", ""admin2"": ""Esan West"", ""settlement"": ""EDSEKP02""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:06b7387423db6a49e60dca634652fcbe2c64092d327731e48ad62b96ce1d404a,match,0.9333,1.0,0.0,grid3:d79dde7d-295f-419a-924c-2c115b23c472,12/16/1/1/1/0032,Otua Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan East"", ""settlement"": ""Ihievbe""}",hfr:d79dde7d-295f-419a-924c-2c115b23c472,d79dde7d-295f-419a-924c-2c115b23c472,Otua Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan East"", ""settlement"": ""EDSAFZ11""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:07236167dca7742706e8b1a33c9a94800d193b3b55a03ac2e578a867a26d1520,match,0.7513,0.876,0.0,grid3:d0c306ee-fed9-43af-9a1e-d8196db5ff42,12/12/1/1/2/0002,Aburime Changsu Hospital,"{""admin1"": ""Edo"", ""admin2"": ""Oredo"", ""settlement"": ""New Benin""}",hfr:d0c306ee-fed9-43af-9a1e-d8196db5ff42,d0c306ee-fed9-43af-9a1e-d8196db5ff42,Aburime Changsu Oriental Diagnostic Hospital,"{""admin1"": ""Edo"", ""admin2"": ""Oredo"", ""settlement"": ""EDSBEN02""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 0.876, ""name_tftoken"": 0.578, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:07449ecdcbd26b65bcce3690ed491a71424e591d072e84d3e1f80ff9ae277564,match,0.9333,1.0,0.0,grid3:29829e30-cd51-4fc0-87a8-cd8b9044f0f1,12/13/1/1/1/0027,Oza Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Orhionmwon"", ""settlement"": ""Abiokunla 2""}",hfr:29829e30-cd51-4fc0-87a8-cd8b9044f0f1,29829e30-cd51-4fc0-87a8-cd8b9044f0f1,Oza Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Orhionmwon"", ""settlement"": ""EDSABD06""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:074e3b88015bb229ae0a3586d51740a3a5c3938705f3d19b3bf9cae6394757be,match,0.9333,0.885,0.0,grid3:96742429-b636-44c3-be7a-3484f55a297e,12/02/1/1/2/0097,Trinity Clinic and Maternity,"{""admin1"": ""Edo"", ""admin2"": ""Egor"", ""settlement"": ""Uselu 1""}",hfr:96742429-b636-44c3-be7a-3484f55a297e,96742429-b636-44c3-be7a-3484f55a297e,Trinity Clinic and Maternity,"{""admin1"": ""Edo"", ""admin2"": ""Egor"", ""settlement"": ""EDSUSL05""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_phrase"": ""trinity clinic"", ""name_phrase_rarity"": 0.885, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:07afd8b192d8d055422e584d67137c1b9931c19dd9c06fb6c1e3fcca4b2dfedb,match,0.8048,0.961,0.0,grid3:5a8cfdf4-8d99-4c38-a41b-a0adaee53ff5,12/14/1/1/1/0021,Oduna Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Ovia North-East"", ""settlement"": ""Oduna""}",hfr:5a8cfdf4-8d99-4c38-a41b-a0adaee53ff5,5a8cfdf4-8d99-4c38-a41b-a0adaee53ff5,Oduna Primary Health Care,"{""admin1"": ""Edo"", ""admin2"": ""Ovia North-East"", ""settlement"": ""EDSAKA03""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 0.961, ""name_tftoken"": 0.653}",,,,
Edo,xwd:sha256:08123d700d8231e2282451e4a84a43b514fcea6e0dd9e626ff520601805639de,match,0.9333,1.0,0.0,grid3:9c6bddb9-656c-4cdf-9f82-272fdd76ad84,,Oghede Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Egor"", ""settlement"": ""Evbuotubu""}",hfr:9c6bddb9-656c-4cdf-9f82-272fdd76ad84,9c6bddb9-656c-4cdf-9f82-272fdd76ad84,Oghede Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Egor"", ""settlement"": ""EDSUSL01""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:08918c3f13a31ef69deaca0b9db9eb0184971b41846c3da887f9a590785ac881,match,0.7136,0.86,0.0,grid3:91445bae-e496-4272-ac92-ade490fe0f99,12/13/1/1/1/0026,Orogho Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Orhionmwon"", ""settlement"": ""Ugu""}",hfr:91445bae-e496-4272-ac92-ade490fe0f99,91445bae-e496-4272-ac92-ade490fe0f99,Orhogho Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Orhionmwon"", ""settlement"": ""EDSABD05""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 0.982, ""name_tftoken"": 0.358, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:0988c61a1b85e7cb2dfbe9302abcb7db6ccfaa6b0a9f2bff5d80e0503bdd00c1,match,0.9333,0.895,0.0,grid3:0483be0e-57fe-43b6-9c96-1ac400ca27e0,,Ese Maternity,"{""admin1"": ""Edo"", ""admin2"": ""Ikpoba-Okha"", ""settlement"": ""Ukhiri""}",hfr:0483be0e-57fe-43b6-9c96-1ac400ca27e0,0483be0e-57fe-43b6-9c96-1ac400ca27e0,Ese Maternity,"{""admin1"": ""Edo"", ""admin2"": ""Ikpoba-Okha"", ""settlement"": ""EDSDGE06""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:09a3aef2230f119b9b3fe4e44e73c2aeb39c5526db215d9cafcef6c20a14a7e1,match,0.8014,0.94,4.71,grid3:9c517981-dd10-4c8e-a37d-96b54843097e,12/02/1/1/1/0005,Egor Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Egor"", ""settlement"": ""Egor""}",hfr:41570a69-f1cf-4b56-95e2-72c18bd8a3e8,41570a69-f1cf-4b56-95e2-72c18bd8a3e8,Egor Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Egor"", ""settlement"": ""EDSUSL07""}","{""admin_path"": 0.6, ""distance_km"": 4.71, ""geo"": 0.208, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:0a50ee6d8a02d0a28407a5188de80cb35358cddd4782e0f08cc30835ce122fc6,match,0.8833,1.0,0.0,grid3:94478244-addf-4a65-af72-bec8ae71abc0,12/18/1/1/1/0021,Obadan Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Uhunmwode"", ""settlement"": ""Ohuan""}",hfr:94478244-addf-4a65-af72-bec8ae71abc0,94478244-addf-4a65-af72-bec8ae71abc0,Obadan Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Uhunmwonde"", ""settlement"": ""EDSEHR07""}","{""admin_path"": 0.3, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:0ab83eec8a736ea2cce2f454870f7e3d91dce1604894ef3100de4aa45f9ad28a,match,0.9333,0.976,0.0,grid3:576ff428-8705-42a1-a4d0-b8e7eb611c77,,Olinlin Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Esan North-East"", ""settlement"": ""Arue""}",hfr:576ff428-8705-42a1-a4d0-b8e7eb611c77,576ff428-8705-42a1-a4d0-b8e7eb611c77,Olinlin Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Esan North-East"", ""settlement"": ""EDSURM04""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:0af2926138258ffa386caf9a59af3a8943d61a0abbcfe5ae976674c2a307b1a4,match,0.9281,0.973,0.1,grid3:73908bb2-5750-4181-9dea-02a4b32d7e73,12/07/1/1/1/0005,Ogbona Comprehensive Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Etsako Central"", ""settlement"": ""Ogbona""}",hfr:73908bb2-5750-4181-9dea-02a4b32d7e73,73908bb2-5750-4181-9dea-02a4b32d7e73,Ogbona Comprehensive Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Etsako Central"", ""settlement"": ""EDSFUG05""}","{""admin_path"": 0.6, ""distance_km"": 0.1, ""geo"": 0.969, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:0b292196801d6d989e7acc446c2db464ca5a5d3fb38258d819cf4145ad19e32e,match,0.8833,1.0,0.0,grid3:d4f5f4eb-e15a-46aa-bcf8-f35ecf66a055,12/18/1/1/1/0033,Izikhiri Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Uhunmwode"", ""settlement"": ""Isi South""}",hfr:d4f5f4eb-e15a-46aa-bcf8-f35ecf66a055,d4f5f4eb-e15a-46aa-bcf8-f35ecf66a055,Izikhiri Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Uhunmwonde"", ""settlement"": ""EDSEHR09""}","{""admin_path"": 0.3, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:0ba51926d37570ef4dd26c09e16919f39cfd1f93533465cc3aa2650dc6472be8,match,0.9333,0.86,0.0,grid3:fa1165ef-90f5-49c9-a8a2-a3a51b82a6fe,,Obeh Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Oredo"", ""settlement"": ""Iyekeogba""}",hfr:fa1165ef-90f5-49c9-a8a2-a3a51b82a6fe,fa1165ef-90f5-49c9-a8a2-a3a51b82a6fe,Obeh Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Oredo"", ""settlement"": ""EDSBEN07""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:0cea58798eac203354d49316116313c47afa9037640df5b7f251c06d195ca546,match,0.7969,0.885,0.0,grid3:86bcbdb7-42e1-4f94-bd82-8f8b2e5c995b,12/06/1/1/1/0023,Eguare Urohi Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Esan West"", ""settlement"": ""Urohi""}",hfr:86bcbdb7-42e1-4f94-bd82-8f8b2e5c995b,86bcbdb7-42e1-4f94-bd82-8f8b2e5c995b,Urohi Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Esan West"", ""settlement"": ""EDSEKP04""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 0.885, ""name_tftoken"": 0.706, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:0d12a9fc3ff6b7711e891142dffe01d6b8ff66e67bd296c30d07611765528a03,match,0.7084,0.86,0.27,grid3:da6e8622-1425-475f-8519-df9c8cb95f4f,12/16/1/1/1/0018,Ohami Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan East"", ""settlement"": ""4 Bimion""}",hfr:4e0992cf-bacb-442a-9e24-31fe0d93a6da,4e0992cf-bacb-442a-9e24-31fe0d93a6da,Ohanmi Primary Health Center,"{""admin1"": ""Edo"", ""admin2"": ""Owan East"", ""settlement"": ""EDSAFZ10""}","{""admin_path"": 0.6, ""distance_km"": 0.27, ""geo"": 0.914, ""name"": 0.992, ""name_tftoken"": 0.377, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:0dc39f62c9089d5193bd1aee5055d4dbe01356e375745fb519f5b67f3c4770aa,match,0.9333,0.86,0.0,grid3:15694716-9a22-4fd3-86d1-6543fef51420,,Ayunko Clinic and Maternity Home,"{""admin1"": ""Edo"", ""admin2"": ""Akoko-Edo"", ""settlement"": ""Ibillo""}",hfr:15694716-9a22-4fd3-86d1-6543fef51420,15694716-9a22-4fd3-86d1-6543fef51420,Ayunko Clinic and Maternity Home,"{""admin1"": ""Edo"", ""admin2"": ""Akoko-Edo"", ""settlement"": ""EDSGAR06""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0, ""name_type"": 1.0}",,,,
Edo,xwd:sha256:0dec0f05cededfc0efb1f8a46712cdb0bf9dfa8bb15def59336a6881c5a70980,match,0.9333,0.985,0.0,grid3:2623e0f3-f53e-442c-b8c8-76f036758b68,,Agama Primary Health Care,"{""admin1"": ""Edo"", ""admin2"": ""Etsako East"", ""settlement"": ""Afokpella""}",hfr:2623e0f3-f53e-442c-b8c8-76f036758b68,2623e0f3-f53e-442c-b8c8-76f036758b68,Agama Primary Health Care,"{""admin1"": ""Edo"", ""admin2"": ""Etsako East"", ""settlement"": ""EDSAGD09""}","{""admin_path"": 0.6, ""distance_km"": 0.0, ""geo"": 1.0, ""name"": 1.0, ""name_tftoken"": 1.0}",,,,
