score,distance_km,osm_name,grid3_name,decision_id
0.5785,20.76,Zangon Mata Health Post,Zagon Mata Health Post,xwd:sha256:d7126428880efcb9971370ceb483603f211cc484aaf7852999685ad7463d9245
0.5785,0.17,Durun Health Post,Sharifai Health Post,xwd:sha256:f2d532aaf0cf5cf5fb7e6bebcb2b16e66e4069bc9548561c9732fae4e644d296
0.5778,1.20,Yakasai Health Post,Kuidawa Health Post,xwd:sha256:12c1e78a024cff5d041a1a015e8fd2c23b2e9bcdcaa1b1dfb4434cb2eaa9de81
0.5773,19.56,Yammawa Wanzari Health Post,Yammawa Wanzamai Health Post,xwd:sha256:193c8b6b2b3cbeb617c6ae220c13d7312f0d1cf38909e256a0790888de659b3b
0.5773,2.06,Gargari Health Post,Gwamai Health Post,xwd:sha256:bf6529a3bd136bb824d69c88348bdd1b7f3acf1c2e6b3212fa94e31ad5519fdf
0.5772,2.06,Gwamai Health Post,Gargari Health Post,xwd:sha256:f48610145939fe5de33d8122d4b5e3a02edaa38120a5904d0c783799f9ea1dc2
0.5772,0.08,Tofa Primary Health Centre,Tofa Community Hospital,xwd:sha256:b981cc67b264c1253047a3bbc42535bfdf18f278d9c59408901cf44f8328699d
0.5769,7.84,Tudun Bojuwa Health Post,Tudun Wada Health Post,xwd:sha256:00a644cc1d2e66879f884093fd54e10d9a1a482637e454d15ec9093195eeb5d1
0.5767,1.40,Hotoro Danmarke Health Post,Hotoro Arewa Primary Health Center,xwd:sha256:83654b0dca81cc7fb12f2947f4c744532dff0b4674c15734f7f5fe7cc41dfd21
0.5765,26.92,Zabainawar Dansudu Health Post,Dansudu Health Post,xwd:sha256:f1d05d0e2b9ea5144f1e458b4fd92bae826cbf31a3e96403f333d09f5d66d25e
0.5765,26.92,Dansudu Health Post,Zabainawar Dansudu Health Post,xwd:sha256:dca35fdc3a65b991caa9498a4c01c30480bd924011f69a7cd3741660f34045d1
0.5764,0.70,Aminu Kano Teaching Hospital,Kano Dental Hospital,xwd:sha256:db128638aeccd0033e32205806f7acbb038238d2274a205a010dd9d1af7dd55e
0.5764,1.70,Gyaranya Health Post,Garke Health Post,xwd:sha256:9db8f33e17633024130111b5bb00e6bb17792648a23d560ec130b495fa91601b
0.5764,1.73,Gunda Health Post,Tarunu Health Post,xwd:sha256:d9fd23dc6b3a6d7f2f5334c608aade4e8a6f54cde9922ad83a5bcba385629172
0.5763,1.52,Sarkakiya Health Post,Jirgabawa Health Post,xwd:sha256:30f40ac4c14f8f4ce3f880e1560914f6f7c5b31e96bf41f8e0852b62baf71cfe
0.5753,6.77,Taddangari Primary Health Centre,Taddangari Health Post,xwd:sha256:4f82043d5fe4de098eaa660ac2fcddf2daf29d223c3e5c321828a9e1ffc9a3fa
0.5750,1.67,Dalal Health Post,Dalangashi Health Post,xwd:sha256:45c5b1dfbab627dc73de7cf79de95806a6bd465481a48bec61ddb639bf409dec
0.5749,1.65,Dausayi Health Post,Gadan Health Post,xwd:sha256:222cab7c0485e8802c2256e9cbf1995358309bb6ad3b65f4f5fe72f7d6884027
0.5749,1.60,Garko Primary Health Centre,Garko Ahip Family Health Clinic,xwd:sha256:32950dd3db7dee1e2516f7beb6d70585e023a7bd3d2bd07777a8ba9d07f648c6
0.5748,0.09,Taddangari Primary Health Centre,Kyuta Primary Health Center,xwd:sha256:885fc3bf37481c067a286bdb3dd3e40a80ee5f6c180c7a086898dff69ec1a4e2
0.5744,75.02,Tudun Kaya Health Post,Tudun Wada Health Post,xwd:sha256:d55854ac4cfc345301a9321e0082db3f2e79caf27321cecba6c1b5c1b97b18f4
0.5744,3.20,Chedi Maidala Health Post,Chedi Babbar Ruga Health Post,xwd:sha256:790cd6245e3e64f67459400383ca17e3bb49701518c9e32e1c1b1768ddc5b078
0.5744,75.00,Tudun Wada Health Post,Tudun Kaya Health Post,xwd:sha256:6f2c23587256764be90d5e6db52e26bc2e5010291b71f607b17402a5c79ce1f5
0.5739,75.29,Sabon Ruwa Health Post,Saban Ruwa Health Post,xwd:sha256:6466a6953b09cdf7a12b1e6126ae05317ca65bbac1d684d5ffa12c06064786eb
0.5737,103.61,Malikawa Sarari Health Post,Sarari Health Post,xwd:sha256:2316389886844e1a90e964d931591581a252be4f8fa8fd023d6a1b8d46be4c57
0.5736,2.05,Dorayi Babba Health Post,Dorayi Karama Health Clinic,xwd:sha256:db757a425a07aaf482154135352ea13993e5897ea570b81c08558274f6be4979
0.5734,0.72,Baguja Health Post,Alharini Health Post,xwd:sha256:b3d7ea7b2877a1c7972e15e7ca2413e7bc5e79de47f1118d4c96767a3cf96298
0.5732,0.07,Proposed Paediatric Hospital,Sheikh Isyaka Rabiu Paediatric Hospital,xwd:sha256:695a22730d0805503c846569c56cd89e8f1c02526e6f39e5c9d2e5add13ddd82
0.5731,87.37,Tudun Wada Health Post,Tudun Wada Mch Health Clinic,xwd:sha256:43ab8806c6b550f6b83cf01b20f346506006f26c21b7c92b82b5e3f665f53a0a
0.5729,73.25,Hayin Gwarmai Health Post,Hayin Gada Health Post,xwd:sha256:cb989c454546c780bdfdc385b6098e0e9bfe5948598a559683578ad510f8f37c
0.5724,24.02,Damfamin Tofa Health Post,Tofa Health Post,xwd:sha256:6545118e62a56c88d257e099cf90c6f4425333f0342190d58ca26f8ddc01df5a
0.5723,41.99,Damfamin Tofa Health Post,Tofa Health Post,xwd:sha256:d23c022a976f7b7e8fafb59dae28cde32f23a749476690f2a77de239acd5f493
0.5722,1.49,Janguza Primary Health Centre,Janguza Barrack Clinic,xwd:sha256:fce48119992d0ad915bc2cc0bff087cca75aef3d36995f3a1ee1d0a46dd8ac66
0.5721,0.00,Madaci Health Post,Madachi Health Clinic,xwd:sha256:5d73262371e85c086b034ddfcec304414172085e9634a41321ab0eec141f5001
0.5720,57.32,Unguwar Bai Health Post,Unguwar Gai Health Post,xwd:sha256:7782ad0c023046110c5762d415388093d4bc31a6c6c869dc6b0a80c6c3204926
0.5711,2.01,Jajira Health Post,Jogana Health Post,xwd:sha256:2821dc6280280158e41cc21bdfc8b21a624ca246395499bb8467fbce1f5d4331
0.5704,1.52,Dawanau Primary Health Centre,Dawanau Clinic and Maternity,xwd:sha256:a01abc051a39c403e882a6840dcc3c3026cdc0cc1bf5e609759ed69a3fc54863
0.5700,48.20,Kadawa Primary Health Centre,Kadawa Gate Primary Health Center,xwd:sha256:d3bb08f01d5cf493baf846850adfc7f73754800750ba2eb9edd3d6b0ec297a76
0.5693,1.76,Fuskar Gabas Primary Health Centre,Fuskar Yamma Health Clinic,xwd:sha256:0815805896e0d9e4d2ca87fdad4d00601bf29c5ddc8e7fac862a2d9b6c201150
0.5693,1.25,Kwami Health Post,Jaube Health Post,xwd:sha256:55cb15d4f72f7fb0b667aebf446b0f024df8c95b7b2e3e7fe03154dbe22632a6
0.5693,105.96,Unguwar Bai Health Post,Unguwar Mani Health Post,xwd:sha256:f19a768ddd27d0f74f856337d077809322a963da7e829604972e0754fe76ac1c
0.5691,6.28,Rigana Primary Health Centre,Rigana Health Post,xwd:sha256:c70aa9ef91de4b864c1a4818730b8ddacf29f3bc453cbdc3639341da11329f54
0.5688,42.09,Bakin Ruwa Health Post,Sabon Ruwa Health Post,xwd:sha256:5aa0e5d41038919e7e98fc8d3946a19b861c5c8b1159505b8df7b997b68124c8
0.5686,1.57,Tarda Health Post,Bagujan Health Post,xwd:sha256:7b8173d4473643879e60ca1e48491bb1afc8562c64b9f93eaf0393de425eec30
0.5684,0.00,Gawon Bature Health Post,Muraye Health Post,xwd:sha256:a02e53662beb80c58f0f19e7400e03da4b7eb8fb9a2fab2106548c1cb08dad36
0.5683,20.14,Yammawa Wanzari Health Post,Yammawa Ganji Health Post,xwd:sha256:7abdcbd8da5aa61e249c5fa9cb0806ed2df9903f463d90e320e39120ab24f661
0.5682,79.45,Unguwar Bai Health Post,Unguwar Kwari Health Post,xwd:sha256:e9c4e984c10a52039b902c3455a1925d9e88f36439c00fe430f206bda9766e63
0.5680,111.88,Dogon Marke Health Post,Dogon Kawo Health Post,xwd:sha256:6965b70a9585e579432bef88b07d35b62a0e09cbd58a5d264df14563ea4afb26
0.5677,77.44,Kauyen Liman Health Post,Kauyen Adam Health Post,xwd:sha256:0d638aec79480e6a22e2d9c0e221a4ebe6df2bb82993b1c05a41f9795c136563
0.5677,88.01,Kauyen Liman Health Post,Kauyen Adam Health Post,xwd:sha256:27390df74fe99996597f849915e443dd8c2dd1e43ce95a6c230b44574165f067
0.5677,77.44,Kauyen Adam Health Post,Kauyen Liman Health Post,xwd:sha256:49ae64b8d99e2e8c2514452acd8f5884b00b2f6a67d1c973c782c2622030b27d
0.5675,105.25,Tudun Magaji Health Post,Tudun Wada Health Post,xwd:sha256:a8d4a33e30437667719c98fb87cb932c123da6cd8460f793444acc0b7ca0d7c1
0.5675,105.27,Tudun Wada Health Post,Tudun Magaji Health Post,xwd:sha256:0a88b08ff22a468697f8d141dd7e5d52f7472fccbf27b89c1af34c7a7ddbbaa9
0.5674,0.51,Hotoro South Health Post,Hotoro Arewa Primary Health Center,xwd:sha256:2733b0184a90cd43f4f417f214c8a0da0724efaeb0a5b45b5bdc88ac0d004b43
0.5671,23.51,Dan Itache Health Post,Dan Itace Health Post,xwd:sha256:ee109679df65e45945494ffdc29a3d2a08bd1cd004ebc4611fba4792710866bc
0.5669,3.20,Chedi Bubba Ruga Health Post,Chedi Maidala Health Post,xwd:sha256:02455493be9026e30918cebd43284b9573dbebd331dc036dd75158be6d37623d
0.5668,69.43,Dutsen Karya Health Post,Dutsen Garma Health Post,xwd:sha256:ae25a801d305f61689918acaba730d5e990a169199513d9052f4f549ef2410b3
0.5664,1.45,SSS Dawakin Tofa Health Post,Dawakin Tofa General Hospital,xwd:sha256:54c988197bbbb558ead03e8925c4fe8928e8b2c0325f75874d3d2e9b15e63ff6
0.5663,0.21,Bono Health Post,Borno Health Care,xwd:sha256:174a73140f3cbfa623f650767aad7c445fae41b03ef51d530028471b5b341b6d
0.5661,1.78,Patricia General Hospital,Sumaila General Hospital,xwd:sha256:8fb477cc256f069b260b23e2746946db085c652a241ec1d8b2014d4a270071ce
0.5660,0.81,Yakasai Health Post,Yama Kanawa Health Post,xwd:sha256:a2768ddddd8cd157b523fc74a446a2cfd253ad3235d73018d64308feba98fefc
0.5659,1.14,Universal Specialist Hospital,Saymays Hospital Specialist,xwd:sha256:9ef6be044cb3adbe4c5d2f25c0017e97e7e8453f840cd8a1d7a62ca62e47deed
0.5657,115.74,Unguwar Bai Health Post,Unguwar Kuka Health Post,xwd:sha256:a7048c33080bc5b26d85c7e13f649370c29f2ec66df6f6231ac389f91f7b073e
0.5655,1.00,Mekwandira Health Post,Mai Kwandara Health Post,xwd:sha256:f914ba204a4a78bdde0fb1623ac01281cffe1e771901f49206f6d39490ffbc6e
0.5655,1.71,Sarkakiya Health Post,Garke Health Post,xwd:sha256:23bfe1898cb852bb46b84192a8f0f9ce788e37d38a8cfa68e82c2cdd90feb251
0.5654,3.40,Tangaji Health Post,Tangajiyo Health Post,xwd:sha256:8b298b66cb42f7897d57869ab1f6ce8d5939e4e910c864e5fd99491b6ba3bef5
0.5650,2.34,Ginsawa Health Post,Dusurawa Health Post,xwd:sha256:4eebe79b1d993ed4ed1608c6b55f36727c52801cac594e0a0f63207812094f0b
0.5650,158.56,Yan Bawa Health Post,Yan Kwada Health Post,xwd:sha256:59e459056be0a7d23dd112147aca2f2fd6b2e290cda598da4c1a39389cd74611
0.5650,76.76,Yan Bawa Health Post,Yan Kwada Health Post,xwd:sha256:c4e500b42a82d01ff642342f15fdd92103eb2ded81137d45dda2dcf666ff03f8
0.5647,35.18,Tudun Magaji Health Post,Tudun Kaya Health Post,xwd:sha256:102e048b27983bb62ea7a5650704b82fe8f012ca538a6b60ba9006c2dadceb3f
0.5647,35.16,Tudun Kaya Health Post,Tudun Magaji Health Post,xwd:sha256:fd07f01397521ae4d384616bbbd40f276d5b5ea8f6981945e502a93beafad1c3
0.5646,1.24,Jauben Health Post,Kwami Health Post,xwd:sha256:b7850d4f4eb3a0b3aec45ffba90b52ed7e259efdb2dea2c27be44662cea4c0de
0.5646,1.88,Dungurawa Health Post,Gudau Health Post,xwd:sha256:adc1ce5e986e85407e32e9c7ad98155e02b7d8dd22dd969625e800c86ccc8645
0.5644,113.62,Yar Zabaina Health Post,Yar Fulani Health Post,xwd:sha256:a22730b11bb4a2fc5be55b096515c9988ec363fcc7ca9bbcd19b93f7106f8767
0.5643,6.54,Unguwar Tofa Health Post,Unguwar Kuka Health Post,xwd:sha256:abd02e33226f2c7a73cbb4e029b84d3676e096bf2d2943f911745e3c89577bc3
0.5643,0.01,Yammawa Wanzari Health Post,Zago Health Post,xwd:sha256:62b4863ecd0690ebd420c1abda7c73610c293be87a515795283f0c6bd965a513
0.5641,39.78,Sabon Ruwa Health Post,Sabon Doka Health Post,xwd:sha256:f30aa37ef2187b6fb4b3021f8e9f6c4b71bf92030a3673fcc28af8562a110a06
0.5637,58.15,Yan Kau Health Post,Yan Dake Health Post,xwd:sha256:1e368ba69508e8192c712dbbf1cd26c1c8733aacbd3dd43ecbc6f50a8cb6b7ae
0.5634,0.01,Zawa Chiki Primary Health Centre,Zawachiki Health Post,xwd:sha256:36a0d323703fcfd230e8be217cbea739569a61bdff69eec798948b485c150f05
0.5631,51.11,Tudun Bojuwa Health Post,Tudun Gunsau Health Post,xwd:sha256:76db8ea989a93255f2d36a5a707ec2ac7717d7fc606cfc49516ee3c524177f91
0.5630,100.07,Unguwar Bai Health Post,Unguwar Labi Health Post,xwd:sha256:67efd644e74c68e1355cd665eb5bfca12b680b1dd525085f4b183d68989a63ae
0.5627,19.04,Unguwar Rimi Health Post,Dan Rimi Health Post,xwd:sha256:77b5e4d9bd46d48c34277deab863cbee77716fd2e634ea161feabacdea025186
0.5627,2.38,Roba Health Post,Gyauro Health Post,xwd:sha256:0944c88f0b75daaa6e615e5628458456907dd67a0f9ace3fac536c8fb35c5650
0.5625,59.10,Unguwar Liman Health Post,Unguwar Labi Health Post,xwd:sha256:d00106e0938a3633ab72fb6a206e2bd57a16c09b58d5db4db7159372ba316112
0.5625,0.00,Kafin Dabga Health Post,Zungurau Health Post,xwd:sha256:c2c6255e7d30fc9f495cd0457272f5c8f4c1857b70866f6c1c82aef745b197f0
0.5621,0.60,Karshi Health Post,Kauyen Liman Health Post,xwd:sha256:453f70a34394aa0618266aaca7cf5eb897a673345055e1b107de1a08b5721fb3
0.5620,6.59,Rimin-Bai Health Post,Rimin Dako Health Post,xwd:sha256:8c78a909017955b8e748139a7a3bb70b38ea4aa973814f4c8ef232b97a6adc1d
0.5620,1.36,Balan Health Post,Wari Health Post,xwd:sha256:783f1540eef06942c811191a5d18cc1bcb8ca753fe848b17046c5f281b9275b3
0.5619,51.34,Unguwar Liman Health Post,Unguwar Mani Health Post,xwd:sha256:0b824be35f090cf303ac6b2f123a06c8a784beb21568b7bec0785d5a811a7b53
0.5618,1.46,Gulbi Health Post,Gargari Health Post,xwd:sha256:0140040709eddd428518bc28901a09525818d06ff1df809cef4d8d7b2c7e8173
0.5618,1.46,Gargari Health Post,Gulbi Health Post,xwd:sha256:9b09320ff9bd139c413a2e1cd902b2e4b3aab4d0bf9e55af5b959e456c98d965
0.5614,1.18,Rimin-Bai Health Post,Gera Health Post,xwd:sha256:7eba61468a054e5ac68182037e2e560d1a6eb94a2d92b1d09333ac8cbdaca7b0
0.5609,16.95,Dutsen Karya Health Post,Dutsen Dorawa Health Post,xwd:sha256:5582669d73fcda30175fdcc4148c3ad0b1451c41c3b0e49573b75d619e4c8114
0.5604,50.28,Unguwar Liman Health Post,Unguwar Munana Health Post,xwd:sha256:bd8ed8dac796360e6ddb055106c0219a64ba29f5a2ca6288ef6077d2a38d5999
0.5604,19.56,Yammawa Gamji Health Post,Yammawa Wanzari Health Post,xwd:sha256:33d97f5f2bc7432843c896238c4608789d9d26771ca5e92b32d98162e4120cd2
0.5600,64.46,Zangon Mata Health Post,Zangon Majema Health Post,xwd:sha256:f0cdbc9b7ab95cd527ffa200f6dedcffd8ac2a4a14176a1379e7d1e9cb05366c
0.5598,101.07,Yan Bawa Health Post,Yan Dake Health Post,xwd:sha256:52e579130543cf2abb20fb880921560f54ebd9287807001ede8116b899582312
0.5598,42.77,Yan Bawa Health Post,Yan Dake Health Post,xwd:sha256:115aaf4e3a54f5adbacf3547d86d68028d8f6851d17cf96ef682615c89043b41
0.5597,100.24,Unguwar Bai Health Post,Unguwar Bakke Health Post,xwd:sha256:37527f7279b21e578b8fe166857cc9f98251131b8f5ad6c6c6cd6305a4467978
0.5596,25.58,Kadawa Primary Health Centre,Kadawa Health Center,xwd:sha256:6b02b9f977abe46e27b84a654d5285d42aa575342ef800316e0fa750eb6b0934
0.5595,45.40,Dutsen Karya Health Post,Dutsen Amare Health Post,xwd:sha256:69c21a53a9535bd3d52c4fd54c76df1a2d6f23a61c2431e5cf18e7a85e17d36f
0.5593,29.78,Unguwar Turaki Health Post,Unguwar Tofa Health Post,xwd:sha256:6fcf0111fa720e210d2d2d85bb46726d28942097e8b8c2f5241699aceec827a0
0.5590,42.69,Unguwar Bai Health Post,Unguwar Duniya Health Post,xwd:sha256:df507f18e64544f6e3c913c3af6cd0a09277f6e9f9aac9c25032f2041dfe75ab
0.5590,1.61,Dungurawa Health Post,Kwarkiya Health Post,xwd:sha256:e34f3112d1083e7bc9290c124ce533f0a318596c90d7e04f9b1d0978eaf173b4
0.5585,2.40,Bagadawa Health Post,Abdakaya Health Post,xwd:sha256:9b585ff0d3ab5c2d78396b60c6e8b711f23ac243efaab6dd223118ca0e3bc242
0.5584,1.44,Jauben Health Post,Yola Health Post,xwd:sha256:6b220ced5389b9eb44d99d751e12083f6d99aa5c8ffee7a96df58aeef158cec3
0.5584,0.50,Dawaki General Hospital,Dawaki Clinic and Maternity,xwd:sha256:e48c842aac5859b608e7985faa018a40aaccf5980a232ced66ae91860dd10585
0.5583,70.98,Unguwar Rimi Health Post,Unguwar Bai Health Post,xwd:sha256:0078d2c17713308efcb274cbccc4cd6abc995cc0ec26b8ac821903b18764d952
0.5583,47.50,Unguwar Bai Health Post,Unguwar Rimi Health Post,xwd:sha256:9f409b00d0403ffb3127ce4ccc02a184082c1a635adee44e64109d5167d15ebd
0.5582,11.88,Unguwar Rimi Health Post,Unguwar Kwari Health Post,xwd:sha256:525e62c235794d7120d9ad7d7df7ad6d36cf59a926d61711ff58db81c9d9e611
0.5582,1.24,Zaura Babba Primary Health Centre,Zaura Health Post,xwd:sha256:cef5a4a89a253fb96a548f40ba6cea5989c40ccba09d24afef59b07a19434cc4
0.5581,62.10,Dan Dake Health Post,Dan Isa Health Post,xwd:sha256:574c3f1aa30813406b2702b9e6ff253ffbe15bc5a1107c7225aadf0839fbb31c
0.5579,139.39,Unguwar Bai Health Post,Unguwar Dawa Health Post,xwd:sha256:6e21dd0dde6e174d71d5d85d488cb91f2462c997b6a2b224be2e80c4aff39467
0.5578,59.77,Zangon Barebari Health Post,Zangon Majema Health Post,xwd:sha256:10ce50344475f7191bf22319cc6b232784f1919f9c80d200b62f8287cbb33490
0.5577,1.32,Gajida Health Post,Danbazau Health Post,xwd:sha256:81ae2a05a591b228c88a324086407f3329f67dbd3d1745f761242f77b18ba6f0
0.5577,0.02,Gama Health Post,Jejin Kudu Health Post,xwd:sha256:210dd4feda12c417095b3c2c700750aa72ddfa7dc696ea1efed51d72d78055c6
0.5575,152.42,Unguwar Liman Health Post,Unguwar Bai Health Post,xwd:sha256:3eafd4d082ecb26c969895eb9389ca9d6adda5c0814cef9216bd1b57d6631571
0.5575,32.85,Unguwar Rimi Health Post,Unguwar Kudu Health Post,xwd:sha256:44f94d502a1f2f3d88c1e16ab5f9db12eb237fc47761f09dd90b51db96b6a2ba
0.5575,59.50,Unguwar Bai Health Post,Unguwar Liman Health Post,xwd:sha256:b7d1d714a0ab95508773aa8df8ccf06d3aa4c1748e696ec8817e48c4de00058d
0.5575,152.42,Unguwar Bai Health Post,Unguwar Liman Health Post,xwd:sha256:9ff5af659c4c86f96b18f90f7defa4bef5954b0e74518df43b79fb02c7d891af
0.5570,1.31,Kaleku Health Post,Zoza Health Post,xwd:sha256:4207d061e4bde16c5b4103990609116ef37c38981264e33960334ff9ce9f46df
0.5564,1.19,Yammata Health Post,Bachirawa Health Post,xwd:sha256:ce64b129896852a837d5a01f0288d4df0ac45036f7e71bd972bb32d7b87fafc2
0.5563,2.52,Doka Health Post,Dansudu Health Post,xwd:sha256:c21a69672a00f78ab50f0312cfccaa289a7e9c0061aef50fa1cd7d2e44de4044
0.5562,14.88,Unguwar Liman Health Post,Unguwar Dawa Health Post,xwd:sha256:d5ed3e78d44bf7541a835436881f916a0cd2f08b2034feda0f19478e388da1e9
0.5561,0.92,Hotoro Danmarke Health Post,Hotoro South Health Clinic,xwd:sha256:0d0f749e91bb96ad2eaf513f49e55be31ca6521d64fa72dade1ca580fd6047ea
0.5557,126.19,Dan Amale Health Post,Dan Malam Health Post,xwd:sha256:051787ab93edb4d6ae902dc800a5991ca960af9b445b280bd95145e80d3d8385
0.5557,1.12,Kawaji Health Post,Haye Health Post,xwd:sha256:22b90bad5616e54ce76e904bab942f64288dce96a6b03e52b47cd5a63c19a183
0.5556,40.80,Tashar Basa Health Post,Tashar Kadiri Health Post,xwd:sha256:d00ae12cf03b5ca1d893ccdc4d5730f23dd87ec28ced7bd0ebf35796e1b77e3a
0.5556,1.90,Kunnawa Health Post,Gwamai Health Post,xwd:sha256:9ab4264e8a5cfde3150775dfa1cf27a841dbb878cafee1d6826d6d16e4dbb2aa
0.5556,1.90,Gwamai Health Post,Kunnawa Health Post,xwd:sha256:0abe1abff0cae32734c3ddbfa6860bbaf340a38f9b6a5df3d34d739f50a97395
0.5554,38.94,Unguwar Rimi Health Post,Unguwar Mani Health Post,xwd:sha256:c92d7f3a7c39aa4c0038684b45d08fcab28034aea4803f7e5f80281be8dbb448
0.5553,77.71,Kauyen Mahuta Health Post,Marken Mahuta Health Post,xwd:sha256:ac431d7f00a8677324fc86e37472c5cb77a549e421c3f7cc838f290a2acc0d57
0.5552,86.93,Tudun Wada Health Post,Tudun Wada General Hospital,xwd:sha256:7c25047c3f2fbfc09ca35ff4fb5367afedea417ffe51783a590b1b90e0ef7a89
0.5550,72.60,Yalwa Karama Health Post,Yalwa (Ran) Health Post,xwd:sha256:80916a0ff41a604b05cfd16aab22023703a10f1db368a9228d2bacc9b1695602
0.5547,60.45,Unguwar Rimi Health Post,Unguwar Gai Health Post,xwd:sha256:c40f985e72f00696c4cc55748bec2fe05d9ef5e4e64a8cc3dad6d79f1d338108
0.5546,105.80,Unguwar Liman Health Post,Unguwar Rimi Health Post,xwd:sha256:11e7bd8e93b4de9759e3798c0532b72f4ecf23fed6e285a10c94f244225d4044
0.5546,53.86,Unguwar Rimi Health Post,Unguwar Liman Health Post,xwd:sha256:a456c9b58857d65bdf70aae9d35937f7ac71eea5002e693bfdb44ae41584a770
0.5546,89.97,Unguwar Rimi Health Post,Unguwar Liman Health Post,xwd:sha256:e263807b156a85291df6d3ecebc09dd0c2fb67dc5833940ca794bba65edeeeeb
0.5542,55.58,Yar Zabaina Health Post,Yar Kanya Health Post,xwd:sha256:452ae43bd7308733299c35d667b60b8a001f64212b312f5ede63b0055fd2e118
0.5541,111.46,Unguwar Bai Health Post,Unguwar Munana Health Post,xwd:sha256:407b73d881bfb6354aad7e979d7198bd8a8351ffb5e6756f5c52ab268c867e95
0.5540,109.52,Unguwar Liman Health Post,Unguwar Gai Health Post,xwd:sha256:b84b1e37dc820c6d248304fb2819288ef24fe8ee0dc5e0903c756f27649d9482
0.5540,37.61,Unguwar Rimi Health Post,Unguwar Makera Health Post,xwd:sha256:cbcf1a738459cea8cae05a75fda1db780ba40a36930bcb9581126ffc47daf99c
0.5539,44.05,Yan Kau Health Post,Yan Bawa Health Post,xwd:sha256:a0a4f8447606c6ccbd3e78c5564ee53c00117419c055997f8e04b6e1c97dbf81
0.5538,21.47,Rimin Dako Health Post,Rimin Zakara Health Post,xwd:sha256:5c0a564e22b7cd9fa14c4d7cfd62333cdaba7cf79c84620b00f277c37436a81b
0.5538,164.30,Yan Bawa Health Post,Yan Kamaye Health Post,xwd:sha256:c6623cc6cfa5c8f545b045c0f1303e55b0e4bdd46e5ea7154a851d8de535f384
0.5538,69.54,Yan Bawa Health Post,Yan Kamaye Health Post,xwd:sha256:cf82e3941a05219d52b020e9200aa951d7ea530887d1f5ac9bc1b235f724fdf6
0.5536,76.25,Unguwar Tofa Health Post,Unguwar Gyartai Health Post,xwd:sha256:3701deb93b2856d6b25821d4363b55c9fe4c3735d7a89e70a6cbe46fc07185b5
0.5536,99.15,Unguwar Bai Health Post,Unguwar Makera Health Post,xwd:sha256:c0f96c0c793cc8c5ef1ebc2b33d79d9bf4aef5d9c4a6bf03a0bc058281265334
0.5536,76.26,Unguwar Gyartai Health Post,Unguwar Tofa Health Post,xwd:sha256:7da4f3031d8d2611b0406992b034874225036f8a6a50a2e7fd26c472d142fa77
0.5535,98.74,Unguwar Bai Health Post,Unguwar Kaka Health Post,xwd:sha256:04e841f1e7563fcbee77967ccd98ada4cea0458c6a6fd6bd499f042ce4b59300
0.5534,14.61,Dan Isa Health Post,Dan Murna Health Post,xwd:sha256:182541441705040bc2505423d52d1e18f52927e642755fcc1b6572225507206f
0.5533,1.80,Jigar Health Post,Yawurma Health Post,xwd:sha256:2f35d0d06bb95dc7b12014ff5c917875c6329af50438835a37a9aa4f144df1db
0.5533,1.80,Yawurma Health Post,Jigar Health Post,xwd:sha256:4bfe7419875443de5addeb7a817821cbb3ba35a9f9643a368d9530e0640a7642
0.5533,43.08,Goron Dutse Health Post,Yan Dutse Health Post,xwd:sha256:2388704d89765b2ab869e32a66929d750cc36c4f0ca9a373ae01ae1ffc2c2382
0.5533,41.04,Goron Dutse Health Post,Yan Dutse Health Post,xwd:sha256:0d0b7ee792e605350ac3561fcf83e858f814ec611096a06c16bad502be8ebb51
0.5529,66.68,Kara Primary Health Centre,Kara Health Center,xwd:sha256:ec87b6c48103b5359a99b7b2d53208aa17a94548ba8491efabbd5b76dfdee3e6
0.5529,129.64,Yan Kau Health Post,Yan Kwada Health Post,xwd:sha256:22ac28397bbfb3f0f5d3fa7363209730aedbec6bad0d376aedcba9172ee6c53a
0.5529,0.69,Tsanyawa Primary Health Centre,Rage Primary Health Center,xwd:sha256:91e12b62abb138f4860f99d924c49824404ed775a9823af0b8d9dd8ed444d0f1
0.5528,69.31,Unguwar Turaki Health Post,Unguwar Gyartai Health Post,xwd:sha256:149d6a7b68cb27ee1e55393d75a1736b8ec5441516e9c4700728823cc6c804c0
0.5528,2.49,Ginsawa Health Post,Dausayi Health Post,xwd:sha256:e4dcbb640ed8aa704480de4cc9c3b985805a671582535e210e6f38a9d9bb7ac2
0.5527,21.41,Yalwa Primary Health Centre,Yalwa (Dal) Primary Health Center,xwd:sha256:125ec94896443bc63d3c0e555eb5580301933e8793ad5b89dcf54b785b3c4686
0.5526,1.80,Danguguwa Health Post,Zango Health Post,xwd:sha256:e4ef73c9d2fb57f02b6cc7094ef9fabb2bb0995be83562a4c9383d9bf54c9aba
0.5526,9.51,Dan Isa Health Post,Dan Maliki Health Post,xwd:sha256:8ffad6a3cda3ea6f975bd3b4cf64eb1fbe5baa1ea5742a7bf82d6d36c95a7188
0.5524,48.23,Hayin Gwarmai Health Post,Hayin Bango Health Post,xwd:sha256:df45810da997ff60e372c13b51bfef229280dd931fb856eaf840d7e61edefa90
0.5524,101.49,Tudun Bojuwa Health Post,Tudun Magaji Health Post,xwd:sha256:204786458ece02b939f6ab62cad533d3d73aabfe060f06ba00f85e37f630b8c2
