score,distance_km,osm_name,grid3_name,decision_id
0.6454,0.85,Gama Health Post,Gama Health Clinic and Maternity,xwd:sha256:6bc0b597ca0f9fd172d9753aa0b0391d8106d784b59b75e7a378929673766244
0.6431,4.43,Jigawa Satame Health Post,Satame Health Post,xwd:sha256:f965a3605ad1c1d27e596c37e32c0d03dd6d728eff69bc476bdcca25db825dbe
0.6424,0.02,Dawaki Health Post,Rano Dawaki Health Clinic,xwd:sha256:3329149d2e3dbc2a118922d47e7bb08b4b8fa1870a3dc6920eaf049534afc90f
0.6420,0.04,Armed Forces,Nigerian Armed Forces Hospital Specialist,xwd:sha256:bad1dbb11bb5f0516abf062b71db6cadfbbb59eadab96dbb07aa98231008451c
0.6405,0.00,Makamauta Primary Health Centre,Makanwata Primary Health Clinic,xwd:sha256:0b410d27fdcd28d54a338542c9a73fffaf3f0118732372d9d4dcba81775ec9f9
0.6401,0.00,Kwandarma Health Post,Tunkunawa Health Post,xwd:sha256:b071b9914c4072601795f497d9611965c7fb752aeda67920e45f0500a5559db2
0.6401,0.12,Jirago Health Post,Jiragon Makera Health Post,xwd:sha256:22d5100c63f035787fbf036f1e9c0ecdbc408b8aedf613ff37a42b0762c9e13f
0.6399,1.82,Lambu Primary Health Centre,Lambu Basic Health Center,xwd:sha256:dfec1ac71c212be7b2390bc6e501a4142fc23fc655141f77648e94887d569d28
0.6369,0.00,Dala Health Post,Dala Primary Health Care Center,xwd:sha256:f5819823eddefbf1ed8851ed7754b02fcfcf5b01dd6617799dd7eeb6c3587d59
0.6368,0.00,Nasarawa Health Post,Nassarawa (Tyw) Health Post,xwd:sha256:aaaa2b2459c8e3ba18f9933f303a4e8c457fe4cda178b876a825fed76037d519
0.6366,98.63,Dambazau Health Post,Dambazau Yamma Health Post,xwd:sha256:3b1cb4e7e34feae751b6fe26c0c0969eedd1acd8d7acd6cc5104a51edba31cb5
0.6364,0.01,Wurobagga Primary Health Centre,Wuro Bagga Primary Health Center,xwd:sha256:9758fb8fbd2dcdd806fbda0622c14faa353287e15e7bbc29767aa8d381d663ae
0.6363,0.01,Kirya Health Post,Zaura Health Post,xwd:sha256:967fd7cbe10a9b6b9eda66246192d33b6ae2837a7f241c12875e60cef16c061e
0.6359,0.02,Sani Mashal Primary Health Centre,Sani Marshal Memorial Maternity and Child Health Centre,xwd:sha256:e3fa240d73ee8ca7937267bf0bf05f36b218769c759d6264b30bdedac24ef08b
0.6349,5.29,Karshi Health Post,Karshi Health Clinic,xwd:sha256:d40b8e78b3055b13611bac6c823f08f7a9a17f06a44f54830aece97c89f84737
0.6330,65.55,Yalwa Health Post,Yalwa Karama Health Post,xwd:sha256:95c28d356e84f980cb9ef58f101914da229ae8aef5088e3bc25344bab7a0461a
0.6330,145.39,Yalwa Karama Health Post,Yalwa Health Post,xwd:sha256:854b0aedd582d7e2e9ccbd7ca0ebb6e2437c886f49002d18bf67ceabc43d7044
0.6329,28.68,Jauben Health Post,Jauben Yamma Health Post,xwd:sha256:2b38cea0023d5c0374f3d415d4e034456acecf5c0d22aa98e6527839ecddba40
0.6329,35.23,Jauben Health Post,Jauben Yamma Health Post,xwd:sha256:ed02c4be72f688701f4775b266e1083df1271dc4a6bd78ad9440cbdfb58644fb
0.6322,48.06,Kadawa Health Post,Kadawa Ciki Health Post,xwd:sha256:00eb9ed7da327d4e445426b53b3762d02317321af079f87b73f3f11cd3e3fc67
0.6317,0.32,Tsanyawa Primary Health Centre,Tsanyawa Ecwa Clinic,xwd:sha256:a6e41a154e89fa2bccb7c4a64142023edb03cd70a18316eef494169be88539ea
0.6313,0.00,Immuali Health Post,Imam Wali Health Post,xwd:sha256:05d050a4a983b674beb41ca174a301797693b9a8825540ac168cc62fc2dd57a1
0.6308,60.68,Dorayi Babba Health Post,Dorayi Health Post,xwd:sha256:9ac5dbc6bc22889dbe166afb0369af325a04280a1a0380218c3f87f1f96dd15a
0.6302,20.14,Yammawa Health Post,Yammawa Wanzari Health Post,xwd:sha256:5ec6c6913abf519a26be48654a00d5570aad3050e1a20324c089c4cc92a93f6a
0.6278,0.57,Chiranchi Health Post,Charity Health Post,xwd:sha256:6eb0fd749d23351a7294d62fd5d25c65bb1fa7570334c0fa870989fc9a2b0a08
0.6275,97.11,Yan Kau Health Post,Kau Kau Health Post,xwd:sha256:1c78519ecb62fb2c55b1b0663e0bbe6683c8c5a41a72c6fe397669f8bad3000f
0.6275,0.00,Maitsidau Primary Health Centre,Mai Tsidau Primary Health Center,xwd:sha256:5bcd0c7749eaf054e71f08d3c3fdeb9c5cc95d9874e9f8f28afb17a3af9cd78e
0.6263,17.61,Zango Health Post,Zango (Mjb) Health Post,xwd:sha256:82653f1fcf680d95678881bb551fcb970d926745f2833c1f6464a2c5ebf37612
0.6262,0.03,Abdullahi Muhammad Wase General Hospital;Kano Emergency Operations Center,Mohammed Abdullahi Wase General Hospital,xwd:sha256:cc5a9194472215707f7e79255269e714dc2f20e666a94449556b1d77de9e3b46
0.6259,0.01,Yandadi Primary Health Centre,Yan Dadi Primary Health Center,xwd:sha256:882c50c0e801b7696cfc83cf7b48177be4651957d9eef9d267fc082708f0e8e2
0.6254,82.01,Galadimawa Health Post,Galadimawa (Kku) Health Post,xwd:sha256:9561ef304c3d1b0bfba5e4b017587946143f937b9f9ef8ea89657c5767990b53
0.6254,0.00,Proposed Paediatric Hospital,New H B Paediatric Hospital,xwd:sha256:3723801eb076da6b73bac28e643b0a63ce977213e7c4a604bf7702cb5ca807ab
0.6252,6.02,Marke Health Post,Dogon Marke Health Post,xwd:sha256:cf3b96e5ca960838ed6cc0ccd575486019ae5a81e6948634fff68a89673dec7f
0.6250,0.00,Kailani Health Post,Achilafiya Health Post,xwd:sha256:839640ff365f15535db26b76b214087de29f2011c475a8ef0395e4ed00237690
0.6249,6.18,Durba Health Post,Dunkuran Durba Health Post,xwd:sha256:a0fe65b45903407a70b5c2fda3a134298e17f69aaee86c1fe4e77d7fc5d68c78
0.6248,0.00,Hawadin Galadima Primary Health Centre,Hauwaden Galadima Health Post,xwd:sha256:d356a4bd5d4ef06d69a45e18391c43787d044c5efadb721b4ae3638c1d50d069
0.6248,0.00,Yankamaye Primary Health Centre,Yan Kamaye Primary Health Center,xwd:sha256:4084c59cdf5a93e5d45053f7358ec7ddb3ced7b5dbe781537b8784e7a0eaa2c4
0.6242,15.37,Doka Health Post,Doka Dawa Health Post,xwd:sha256:a84cdac6dd33eaf04c1cf68cbd0d5e3d2e082da92ad935ea3d5122d7c35986ad
0.6240,8.02,Doka Health Post,Sabon Doka Health Post,xwd:sha256:1c8ea9cdc6d394bc81da5a6dacf65353726dc4adeae77ce59dc23dcd8b31b555
0.6239,0.49,Danrirmi Health Post,Dan Rimi Health Post,xwd:sha256:763e720f9e3ddd7af7b3bc49a32a02916397557aa99ef749f8c05c7c63d413d9
0.6234,0.73,Dawaki General Hospital,Dawaki Primary Health Center,xwd:sha256:615d444b9ef203c3ecb54e68006c79e9cf59b476073f041e01bdcc93ccb3214e
0.6232,13.65,Kawari Health Post,Kawari (Gya) Health Post,xwd:sha256:2d064d63275de9df73f5060e46ee5c400703afdaa079cfd14c3d92452bf6a38e
0.6230,35.63,Doka Health Post,Doka Dawa Health Post,xwd:sha256:38e09ede325b61d567cb84adcdb08f73e8d7c86cbb691feab17b0d735a0571b9
0.6230,16.78,Amarawa Health Post,Amarawa (Wra) Health Post,xwd:sha256:4ed9efa63916ea27a52425d4099b33156494550c9a653bd64d0fc474836bbd41
0.6224,19.22,Gachi Kedi Health Post,Gachi Health Post,xwd:sha256:f83f5b67773aff48dc526b7ac85aca8715fe5ba605f52f872ca2e82bec2cddcf
0.6218,0.00,Danshado Health Post,Yan Shadu Health Post,xwd:sha256:654630b1be8564b8ac065d5ca3e5225860a76f0fef87f4c37896520a6727de70
0.6216,6.90,Dausayi Health Post,Dausayi Health Clinic,xwd:sha256:e9c79724fec45dbd0682ca7b9620d1c9f8de70d4c3167515de3a755dfb462ec6
0.6210,0.23,Kanye Health Post,Gude Health Post,xwd:sha256:9d474f03cb62a45aab9403af86b790e920c80663377490e55f79c79b64e21675
0.6209,0.02,Dalal Primary Health Centre,Dalal (Ungo) Health Clinic,xwd:sha256:5382b20ef62e4f3993ba32ba15216828de5eb8352ae24d0aed1f32d0ee02fff8
0.6206,1.79,Dugurawa Health Post,Dusurawa Health Post,xwd:sha256:5d4ee3c522bc8a0f47593f9a7359bc713fee5d67f76f5bb9556b7cde9531c0cd
0.6206,20.33,Bachirawa Health Post,Bachirawa Health Center,xwd:sha256:4d85670b9c6d3cbac969e35822d532e609e341b577fef342dfc422d07eefa908
0.6194,11.99,Kadafa Health Post,Kadafa Health Center,xwd:sha256:54ceecfe2277fb8a2d20a2d457102b944cadfe75d097968063043bd3056405b5
0.6187,71.90,Gabari Health Post,Gabari (Kku) Health Post,xwd:sha256:b927feb651d8f523c33985a5789847b8b889f37d33fec857853175ea4a244411
0.6187,15.33,Gargari Health Post,Gargari Health Center,xwd:sha256:ead0e41f2a417735bfadf2c7aec395fb74ccc942105ca4d8fc06cd423f99f9e9
0.6174,0.01,Hawandawaki Health Post,Danbare Health Post,xwd:sha256:c0954af53bd58f6424776753c0be301c2b6d92e86995c022ec9596047cea570a
0.6167,37.27,Yama Health Post,Yama Kanawa Health Post,xwd:sha256:ab582a5d2704eb0ae3fe7900cb9332da8617eb053df6c3a49761f0a143006040
0.6167,0.42,Chedi Maidala Health Post,Chedi Mai Dala Primary Health Center,xwd:sha256:7f9572a35a1ca3efa250a0db749fd15dcc3ac1c574178ceb2cfb04bd61fad00a
0.6150,85.56,Dalal Health Post,Dalal (Mak) Health Post,xwd:sha256:84d705d2d98fd685c383a38f371adb2664de6636a305acb7325e2ab12ff73212
0.6146,40.40,Badodo Health Post,Badodo Health Center,xwd:sha256:842b77b4a50acc3444a0017efec1d73c7e33df9080d6e11c468d6a247185b4ae
0.6145,1.40,Gezawa Health Post,Gezawa General Hospital,xwd:sha256:50d6c86b71221f69e03bad8bd2f7132f8f0ec1b985af48942e92f9955fef71c7
0.6141,9.88,Gwarmai Health Post,Hayin Gwarmai Health Post,xwd:sha256:5d3085f88d4e0e55e5f77eae2888f0ec23c19c9785f39f0dbf7f203181bd2278
0.6141,9.88,Gwarmai Health Post,Hayin Gwarmai Health Post,xwd:sha256:dac77f251adca25df7508a8c646f693b5810414ddbfaaa56e876b03c2cda8980
0.6132,17.30,Gabari Health Post,Gabari Health Center,xwd:sha256:a9de6a5721d5c2ccc8bb5832132a2c9e2f9529f713656a4429695bed8ccf69dc
0.6130,35.08,Butu Butu Health Post,Butu Butu Health Center,xwd:sha256:dc0699c86ffe5f6278f986d2dbfe72e1f1010a2691e2da49197f1d47ba80ea81
0.6127,0.69,Dawaki General Hospital,Dawaki West Health Clinic,xwd:sha256:f48580b560b99558b9f0ff7d0fad0b60add911abc65e1cb49ef2b2250e7e42ba
0.6123,59.29,Nasarawa Health Post,Nasarawa Godaji Health Post,xwd:sha256:b030d90ee37c569bca941f4d6edd0d259317ca1ba7e8f5c1d32d564f5e4233b2
0.6122,37.56,Yalwa Health Post,Yalwa (Ran) Health Post,xwd:sha256:2156b3f47f006d5f534b14aa131bd6e3ddfa3974066d6383b7e356a6d3325a4b
0.6122,16.95,Romi Health Post,Romi Health Center,xwd:sha256:846ad79a5edd5e5ad150191499a2cf82454a6c680990e572ce5139d195125594
0.6116,3.87,Maimakawa Health Post,Maimakawa Primary Health Center,xwd:sha256:fab337038f341ee4205aedc21d7e4f21aaa7e6a3b973ef95dce34f50c6d50977
0.6113,0.05,Yartofa Health Post,Yar Tofa (Wra) Health Post,xwd:sha256:a9d6febe995ea08928d31dcfe02d9b0ba60dfd9e1e4022e0aefde304daad6e1b
0.6108,0.03,Kiru General Hospital,Kiru Primary Health Center,xwd:sha256:31f87d07f79255723af01a235d6a9d871f78d40d6908571b813ed5a316fc7747
0.6104,22.06,Doka Health Post,Sabon Doka Health Post,xwd:sha256:7a26e8eb1148bf2c3a75875f901d5c93ef6ed749aec0daf1841528f577b39893
0.6101,0.00,Yan Bawa Health Post,Yanbawa (Makoda) Health Post,xwd:sha256:8424e791f93c009bf6c6eb1cef1394ea33325cd767d5ac65baf2b18f81395777
0.6094,89.60,Dalal Mahuta Health Post,Dalal Health Post,xwd:sha256:1d759249fb27ee2be91b9cad3397d8d05e5b94a61cde3f61470f826e932be6b0
0.6093,0.51,Jajira Health Post,Daradau Health Post,xwd:sha256:4e01cd9798541974b12bf68f5d1461666539d425152e13f0b5412128d72e973c
0.6093,16.52,Kadawa Health Post,Kadawa Health Center,xwd:sha256:752f3459078cddf30b4baed9848cf595feb7f934ba762607e20e82f27364d2af
0.6091,87.58,Tudun Wada Health Post,Tudun Wada Government College Health Post,xwd:sha256:267802018eb196a4160ff2ee46a1290339a4d5080764e5a15ac08877bb1bcc50
0.6090,0.66,Baure Health Post,Kaleku Health Post,xwd:sha256:a2119478bfda7b3d032139afdf6f01461f0ebe7696dc990b15f2ae3c11d1f90f
0.6089,0.89,Fuskar Gabas Primary Health Centre,Fuskar Arewa Health Post,xwd:sha256:d539723c77ad5e3c80a3fd954dff14ad790cfc26dc813c83d1f1e225099a6da6
0.6086,3.50,Dokar Sati Health Post,Dokar Goma Health Post,xwd:sha256:11993c6028409c5bf8faed8cc9ef4d0ecb920faa9918f5fec96fc2eb37a2117e
0.6085,3.46,Unguwar Tofa Health Post,Unguwar Munana Health Post,xwd:sha256:d76b5045bdb1e7873e4ba90e7e935d0d935fca0280e62ba0cb6c586e82062cc6
0.6084,161.73,Faruruwa Primary Health Centre,Faruruwa Primary Health Care Center,xwd:sha256:c23a5b45e53549f4942a68e7d7402097cdc8a3e1264a8f5be0c556354d5aca5f
0.6070,0.00,Yartofa Health Post,Yar Tofa (Bagwai) Health Post,xwd:sha256:140da5c9ccdabc91746745c9020ca836f4a6c5018d23c719f05c0e61b3836e29
0.6069,1.94,Tsakiya Health Post,Tsamiya Health Post,xwd:sha256:06d1374d76fedba6cd82665a5ea57ef0d920ba3eec41bd408152e782d4e2f9e1
0.6067,13.12,Marke Health Post,Marke Health Center,xwd:sha256:46c26efd558d7fe49835d6a50e51dc3c550bb3fd309312bdceaf921ee7ce9773
0.6065,55.55,Rafin Tsamiya Health Post,Tsamiya Health Post,xwd:sha256:c6adfaa49ef5ee4280550efb24c5fe182a5867a937e93c5a2183b1782a55226c
0.6065,2.08,Doka Health Post,Sabon Garin Doka Health Post,xwd:sha256:165a580fe56a9337daee35800c0f015783f1fabf03651ec82c8f84d061bd6f38
0.6062,70.22,Goron Dutse Health Post,Goron Dutse Primary Health Center,xwd:sha256:ca04b85b137aaf0c5870dae81e157d797abbba76d64330a24ac189e7c32f9f46
0.6059,0.00,Masaurari Health Post,Ginzo Health Post,xwd:sha256:2a83992031f91517ef3d948a0c536f8f8b6f568c9c21aa05766b9d5c0c9ae2b4
0.6055,0.05,Kailani Health Post,Cikin Gari Health Post,xwd:sha256:5a2d1261429862cecca19a2829ab48eca4ea01560d6d6f423fa12144c95525d8
0.6054,34.10,Yautar Kudu Primary Health Centre,Yautar Kudu Health Post,xwd:sha256:a2d244211b6345ac77353b5f81bee67ecec70e8edc44159ed30e22fcc0e68e8e
0.6049,97.96,Tudun Kaya Health Post,Kaya Health Post,xwd:sha256:ea7f3891c46350ca51a0936c21a9174e5f58e9630633f7c3a8afdd65318b4e05
0.6049,97.93,Kaya Health Post,Tudun Kaya Health Post,xwd:sha256:c61222717239ae011a2dbfc938bb015b059ef5bf5566d398fd1bafb41d57a33f
0.6048,0.01,Getso Primary Health Centre,Getso Cottage Hospital,xwd:sha256:f934330bfe747c933113a6173d93a67cdc99b481f6b37b405169528ad814ea1b
0.6040,9.14,Kadawa Health Post,Kadawa Health Clinic,xwd:sha256:e914b87c8e2e55258a9f47a69e8cdcf7b738f401a7202bf068b2bef88c30d9da
0.6034,7.54,Marke Health Post,Joben Marke Health Post,xwd:sha256:693ccf6d5ab32319987b15d05f9bc3d1c281455585019990f6a799a8636d1512
0.6029,0.00,Kara-Dagaji Health Post,Karadagaji Health Center,xwd:sha256:80a051e5696b6662d7d12619f203e95e4c476358f5fc6b5fd7cfc514f4314b9b
0.6025,1.05,Kano Emergency Operations Center,Kano Primary Health Center,xwd:sha256:2ea0e3d105a8e14afe355a811ccb57ab6d30ba6b0606fb9be98e86cf9fa48b73
0.6015,0.00,Jaube Health Post,Joben Marke Health Post,xwd:sha256:18dce68931e0b0e046820ebd0a8f996d46f01cf983c72a6f8528d04c34c318e2
0.6014,62.54,Kantudu Health Post,Kantudu Health Clinic,xwd:sha256:67aa7f0d6cbe13d2a718a8111d9145e4f7f759de3e7caf09ca7c641da6935ecc
0.6013,54.92,Tumfafi Health Post,Tumfafi Health Clinic,xwd:sha256:4c55b89dc943908c4236ce808e3e58f0a70d9f04457ebca82eaa6855794f693d
0.6013,54.20,Tumfafi Health Post,Tumfafi Health Clinic,xwd:sha256:eb93a51c6f693afdca57ed4da086df2a68771bfe8ea50bf44c57dfb70ee1030b
0.6003,83.91,Koya Health Post,Koya (Gwarzo) Health Post,xwd:sha256:8de236795a2a1bbee67a6743723b2a518fe83ecdc2d93c68bb72d8f5fe09327f
0.5995,36.27,Kawaji Health Post,Kawaji Health Clinic,xwd:sha256:19408fe4346f6b08ba83d53430c1234f5ce9fc105750916bbeac4c264510a44e
0.5995,74.68,Kaleku Health Post,Kaleku Health Clinic,xwd:sha256:2438eb7622b94973bea089e1357c5d660247f1eca8376b80f126d077ea102786
0.5993,1.22,Wudil General Hospital,Wudil Primary Health Center,xwd:sha256:9a608273afca215ad7786131d396e0345390f20bdd648e7fd5b7f2dfef287815
0.5991,40.54,Dawon Kaya Health Post,Kaya Health Post,xwd:sha256:f0b64a7d98db755f31f0b2e147821c15df7a0c3d6855d3c3f47bfea53b50200c
0.5987,44.49,Badawa Health Post,Badawa Health Clinic,xwd:sha256:efb4c7872cb0bffaba6b7e149b0448a508532f18fac8a061da1ba5ddfdb71b2c
0.5979,2.42,Sabon Gari Doka Health Post,Doka Health Post,xwd:sha256:a0791b830530732724bd8f9d1d32e8ff88caea7da76fc56bbe22e30067b436d2
0.5975,1.11,Kariya Health Post,Gera Health Post,xwd:sha256:17f617f9a759c4a2281b8bc0907431a854b5ab66924581ef85b993b7e2f2df99
0.5973,66.54,Kirya Health Post,Kirya Health Clinic,xwd:sha256:5585d705754bd7755dea1313a58f29f1c6c6cd2f48183c01265cd327fd357ca8
0.5970,1.71,Kwa Health Post,Kwarkiya Health Post,xwd:sha256:714149d4d436eafcf24655433d88b967396e5f9e4ae6bbe2fc79b74b1ed60882
0.5969,3.92,Chalawa Primary Health Centre,Chalawa Basic Health Center,xwd:sha256:fdaa93843b7a3f4be69e14535de0fa6eb864917cfc5ac6eb4c9094eba418f2d3
0.5955,37.34,Sauna Kawaji Health Post,Kawaji Health Post,xwd:sha256:4b06d89ce8938f61ca14ea7e12692195a7dbe3cdf13fa0da38bc1dea9d580d04
0.5950,114.41,Kawo Health Post,Dogon Kawo Health Post,xwd:sha256:71af93e90f9455723a7661ceb7854899a8812b0daec271dd638ce62021127f4d
0.5944,42.60,Baure Health Post,Baure Health Clinic,xwd:sha256:cf83dc2d952cd040161f9db3b89f6dd89b6a3278fc1015c2ca8ee2b7ab4e2beb
0.5940,39.92,Sabon Layin Kara Health Post,Sabon Layin Hago Health Post,xwd:sha256:764a4396a77f6c5115b5ec7e004d01613b2c5f72ab791c5fcb65ac3eb9a689aa
0.5937,0.00,Mai Aduwa Health Post,Yallada Health Post,xwd:sha256:b51ab03c62d9928b65895e3f568b201a4d2a1c6d78b508a0c834270b5381cbdc
0.5936,61.89,Dalal Health Post,Dalal Health Clinic,xwd:sha256:b00fd64dd1c16ee49dd6efd380569033c9559836e59d5926e0a1ed2ce1d935c1
0.5936,44.75,Dalal Health Post,Dalal Health Clinic,xwd:sha256:34836b21ba3a97d3536022e37cbd24bd832dafb3ff49388f54d592afbe881232
0.5932,89.56,Unguwar Tofa Health Post,Tofa Health Post,xwd:sha256:273d028e3e012a68e6edcd1eb23456c8ef07a8266d1c8c0ab92d1c212bcb635a
0.5932,58.76,Unguwar Tofa Health Post,Tofa Health Post,xwd:sha256:146206b2101ea4e115d91283b981b99cb26eaa5631975f6a64724e3021ee8276
0.5928,0.04,Akth Primary Health Centre,Kumbotso Primary Health Center,xwd:sha256:ac9f7b6f8e95a01074a829b510a630fd6afce8a828a1db3c99f7f3bd729110b4
0.5927,54.16,Zango I Health Post,Zango (Mjb) Health Post,xwd:sha256:8445699b16e8ea35d494330ad312aca1cc04e5143fc1508fbd5f313f99e6e723
0.5927,0.81,Badume Health Post,Gwamai Health Post,xwd:sha256:456585f0ef7fd2ae29abe01e06c365e9bd279f3fef879c816e598ed9f6fc721f
0.5918,5.80,Bari Primary Health Centre,Bari Model Primary Health Center,xwd:sha256:d324df97e1ce25b96c0afa6b30f38f6938c9f34af7b5f7ff16aae21a0df87132
0.5915,23.30,Zabainawar Dansudu Health Post,Zabairawa Dansudu Health Post,xwd:sha256:26bb643d8389120275b6d0b3c285b2636828b75fc8c6b26ed936f5b5fc29c900
0.5913,0.02,Gundutse Health Post,Gainawa A Health Post,xwd:sha256:1892351d16522b330755295e47b3a850fbd117f9e24809e7585dcc92e04470b1
0.5910,1.92,National Orthopaedic Hospital,Trinity Orthopaedic Hospital,xwd:sha256:ec7cde25fce01b4401f0dc43b364c4ae5329412de24607a6170e4a7f2afd6c68
0.5901,62.27,Ba'Awa Health Post,Ba'Awa Primary Health Center,xwd:sha256:34d94eef6386b1f39acc00dc65adfb5b296ac783439120efee39c856a34f958f
0.5900,0.01,Kofar Chiri Primary Health Centre,Kafinchiri Primary Health Center,xwd:sha256:b613548643be11971de0209c52a2bd490940c5dfb037e1cfeac62d96d0bb7e4a
0.5896,17.61,Zango Health Post,Zango Health Clinic,xwd:sha256:4ea662ff92126cade9817f4efd52525350e76932547c03f2fe00e3d7b9171736
0.5890,1.55,Bebeji General Hospital,Bebeji Sunusi Lamido Sunusi Hospital,xwd:sha256:5bd5d0f1983943f4708ed5f0cb9b21eb414f2cedf2b8a69276f760f02faa773d
0.5885,52.48,Zango II Health Post,Zango (Mjb) Health Post,xwd:sha256:33559beb24254d5169ecb8a617820fe466468a735fa0c6c63eaa54c69f9c8320
0.5880,0.90,Dala Health Post,Dala National Orthophedic Hospital,xwd:sha256:dc4a8dca1801d79f7824b7893018a22b932ac9fd65b98d8db38aac48281bc9b5
0.5879,11.11,Dansudu Health Post,Zabairawa Dansudu Health Post,xwd:sha256:9109ee91f03a2e3df6a4d434cb3fb17414c02e718fa995cd3d926f70bf25c17c
0.5877,0.62,Tuga Health Post,Bagadawa Health Post,xwd:sha256:c6db48e9815735865582fcbf7f75a9bc0a82da1d2ab42cd00ae746f36f25db4d
0.5874,35.42,Yar Zabaina Health Post,Yar Sabaina Health Post,xwd:sha256:3e5445e2f618d0543ce015c86b9b61758b9a87263f191e89afab07d4d2c2a551
0.5867,0.30,Kanye Health Post,K Mahanta Health Post,xwd:sha256:1b60284525583cc8bbf520c75b329d884a68adb1de722538b5b33ded6a3137f5
0.5862,40.41,Mazan Gudu Health Post,Mazan Kudu Health Post,xwd:sha256:ee0c29c9bd770b1207892d985193faf4dabfd3c5cd6f86c2c4702634ff2d4f20
0.5858,0.50,Aisami Health Post,Mangorori Health Post,xwd:sha256:4e997b42980d0973ef33f21852318c737e49300323cce93e12e8d1484d984752
0.5857,11.45,Yammawa Gamji Health Post,Gamji Health Post,xwd:sha256:f7bd176296cfc939fe45c47edf84787682c97afdb7b05bc024079d235430b252
0.5852,40.54,Kaya Health Post,Dawan Kaya Health Post,xwd:sha256:9b969013481ede62d7a9c53c3a0eb29be37fef947b637b503bbfeaf9b08a3175
0.5848,1.46,Dankunkuru Health Post,Dausara Health Post,xwd:sha256:9037b02c204d586004b5439cebd4536f6a11a167c50fcc32c9fa21e9a9cbe40c
0.5847,0.92,Kadawa Gate Primary Health Centre,Kadawa Quarters (Gnm) Health Post,xwd:sha256:c2d613111e25b9e005f1408c6c9de885b4625d4e89b99279a77b7f9c8f6005e3
0.5846,1.66,Kwa Health Post,Kankarawa Health Post,xwd:sha256:0856405705fca08777ea52737203d513252a194916a59529d5e53fd68223868c
0.5844,1.22,Dawanau Primary Health Centre,Dawanau Psychiatric Hospital,xwd:sha256:66ea112a50dacee786e56038793023bf10dbc47b9e161465c01565214fdd2eee
0.5843,0.01,Rinji Health Post,Dan Maliki Health Post,xwd:sha256:f285a9f0b1f68d8eee81fd5e15313492b29a168ce62287bdaa64927eda05e95f
0.5842,20.25,Fagen Kawo Health Post,Kawo Health Post,xwd:sha256:c81977a8f5fffce63e9b87c2051a8478d6967af139d7ce9685627f8b4fab9ff1
0.5840,48.45,Kawo Health Post,Fagen Kawo Health Post,xwd:sha256:078d4e62c82e603743e9fde2cee6bc3494859a94f7ac787b802d521f24b4fafb
0.5840,48.45,Fagen Kawo Health Post,Kawo Health Post,xwd:sha256:d009ec223255f5c88d98db7dce49e0480a81e5a9731c46dd35a52a648ab91b85
0.5840,58.84,Fagen Kawo Health Post,Kawo Health Post,xwd:sha256:912730cbc3644df7fe4138ecea527ed46325c04ca215679124af341415cdfa8b
0.5836,0.87,Danmaliki Health Post,Diso Health Post,xwd:sha256:e6067ad3d5b950998db054e90c4a541298135cd57540bad7e56baffc527ba675
0.5832,0.00,SSS Dawakin Tofa Health Post,Dawakin Tofa Science Secondary School Clinic,xwd:sha256:34bce7751e8ad135446daa55df0f684da4b0a2dbafb2864a9c518e50914d33bb
0.5830,12.45,Ganji Health Post,Yammawa Ganji Health Post,xwd:sha256:6a0b0d01d3c0118f4d850f1ee5b188e6c0565f42e5942a1a0b2cea8fadcb16d2
0.5829,0.00,Hago Primary Health Centre,Sabon Layin Hago Health Post,xwd:sha256:7c629bf03205e78ec1ee6eb584b6620ae16831a6571a25c842db15848f05f704
0.5823,0.26,Katsinawa Health Post,Gezawa Health Post,xwd:sha256:dc05ae3dcf7504b4427c90e3b6feaf5324c2e228a2985d79181f9d7d9b9d5fa5
0.5815,1.45,Kalahaddi Health Post,Kala Haddi Health Post,xwd:sha256:a82ace3f954d34b48249863304f9f898fa7da03bc5cb1430c8ab115f71ba6410
0.5808,1.26,Tudun Wada Health Post,Tudun Murtala Health Center,xwd:sha256:35804e374101b3fc399842b002c4e1698a6b30d929bbd2feafdadeb4bc8b0b42
0.5805,1.97,Baguja Health Post,Gumawa Health Post,xwd:sha256:10ab9050b675b4ba4ca46a5cf77465716c55962d0d9303644533ac3d15754ff6
0.5802,1.21,Zaura Babba Primary Health Centre,Zaura Danbaba Health Post,xwd:sha256:f2e4a1f5bc42609f15fba56731227a511914c6747aa4153cbd79df193e1cff60
0.5802,0.24,Ahip Primary Health Centre,Garko Ahip Family Health Clinic,xwd:sha256:cecf805525b1c086b4dae507f4e661087169825890267192e6bb8c355eb72497
0.5801,0.73,Gajida Health Post,Dandalama Health Post,xwd:sha256:72d93bd325325089b4c8f6634046371908d4a9be43c26898849fe1b530920755
0.5799,1.57,Baguja Health Post,Tarda Health Post,xwd:sha256:327a5c6913788ba64978372ade0b112b65b5330c9c57dde01de10acbb5721091
0.5796,0.85,Dausayi Health Post,Tofa Health Post,xwd:sha256:fd43b615c50477bb62c50a6becef27d03de9fdb980f24b8720eb0791818b2aa8
0.5787,0.61,Gaya South Health Post,Gaya Primary Health Center,xwd:sha256:c3881e9ca126f282c28a0640c8554528dcb9242d896c3d7768446ea0c48b7c35
0.5787,2.27,Kanye Health Post,Kanyarwaja Health Post,xwd:sha256:ad6eb2a137c805af65902be6e2b66810c55196fa9dcc205f41b93fae15a4eb5b
