OBJECTID,globalid,nhfr_uid,nhfr_facility_code,country,iso,state,lga,lga_name_disagreement,ward,ward_name_disagreement,facility_name,facility_name_source,ownership,ownership_type,facility_level,facility_level_option,latitude,longitude,geocoordinates_source,last_updated,x,y
36805,66292ff2-5936-461f-80d0-675b4ee3662e,,,Nigeria,NGA,Osun,Obokun,0,Ilase/4,0,Christian Idominasi Health Center,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,7.70043,4.68726,GRID3_EHEALTH,2024-11-11,4.68726000000004,7.70043000000004
36806,6fbb5a58-488a-4772-9492-d420cb9e68f3,,,Nigeria,NGA,Abia,Aba North,0,Old Gra,0,Humana Hospital,GRID3_EHEALTH,Private,Unknown,Primary,Primary Health Center,5.12090481944,7.3591492154,GRID3_EHEALTH,2024-11-11,7.35914921500006,5.12090481900003
36807,08553c4a-1739-444f-b486-0c7402bbd054,,,Nigeria,NGA,Abia,Umunneochi,0,Amuda,0,Isuochi Comprehensive Health Center,GRID3_EHEALTH,Unknown,Unknown,Primary,Primary Health Center,5.97921931749,7.40407371779,GRID3_EHEALTH,2024-11-11,7.40407371800006,5.97921931700006
36808,da3d3f82-182d-4268-9c83-20b55ba8602e,,,Nigeria,NGA,Ondo,Ifedore,0,Ikota / Irese,0,Rohi Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,7.27228,5.16933,GRID3_EHEALTH,2024-11-11,5.16933000000006,7.27228000000002
36809,890af13b-a242-4aa9-a489-6cf76880ed0c,,,Nigeria,NGA,Imo,Mbaitoli,0,Ogwa 2,0,Iheanyichukwu Maternity,GRID3_EHEALTH,Unknown,Unknown,Primary,Primary Health Clinic,5.597290039,7.100524902,GRID3_EHEALTH,2024-11-11,7.10052490200007,5.59729003900003
36810,c22b0acf-5333-45b4-a38f-ebbd8e7094ee,,,Nigeria,NGA,Ondo,Ifedore,0,Ikota / Irese,0,Babalola Nine Wells Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,7.27754,5.19996,GRID3_EHEALTH,2024-11-11,5.19996000000003,7.27754000000004
36811,67d32326-259e-48bf-a467-a2488a4c2c33,,,Nigeria,NGA,Imo,Mbaitoli,0,Umunoha / Azara / Awo,0,Redemption and Orphanage Maternity,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Clinic,5.61398,6.97633,GRID3_EHEALTH,2024-11-11,6.97633000000008,5.61398000000003
36812,5bbad1ac-c7d9-47e9-bc52-1d9db17557a9,,,Nigeria,NGA,Imo,Owerri North,0,Orji 1 And 2,0,Life Spring Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,5.50287,7.03993,GRID3_EHEALTH,2024-11-11,7.03993000000003,5.50287000000003
36813,edae97bc-2c4f-4b0a-8fe9-87d34e01666f,,,Nigeria,NGA,Imo,Ezinihitte-Mbaise,0,Onicha 1,0,Onicha Medical Center,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Clinic,5.52757,7.33061,GRID3_EHEALTH,2024-11-11,7.33061000000004,5.52757000000003
36814,01e1c912-aea9-406a-984b-505c4e02afd1,,,Nigeria,NGA,Imo,Obowo,0,Umulogho/Umagu,0,Ejinkem Memorial Specialist Hospital,GRID3_EHEALTH,Public,Unknown,Tertiary,General Hospital,5.58012,7.36577,GRID3_EHEALTH,2024-11-11,7.36577000000005,5.58012000000002
36815,4a3df94e-d88a-4591-939e-689bd347002f,,,Nigeria,NGA,Kogi,Dekina,0,Anyigba,0,Kogi Diagnostics and Reference Hospital,GRID3_EHEALTH,Public,Unknown,Primary,Unknown,7.47922,7.16861,GRID3_EHEALTH,2024-11-11,7.16861000000006,7.47922000000005
36816,eb155d3e-35f8-449e-b2d8-f1f34a6ef9f5,,,Nigeria,NGA,Imo,Isiala Mbano,0,Amaraku 1,0,Holy Cross Limited Hospital,GRID3_EHEALTH,Private,Unknown,Primary,Primary Health Center,5.64991784395,7.14302302142,GRID3_EHEALTH,2024-11-11,7.14302302100003,5.64991784400007
36817,ec136ab8-aec9-4fca-a2eb-c6120950393c,,,Nigeria,NGA,Imo,Owerri North,0,Orji 1 And 2,0,Gods Mercy Hospital and Maternity,GRID3_EHEALTH,Private,Unknown,Primary,Primary Health Clinic,5.5294605628,7.06498434262,GRID3_EHEALTH,2024-11-11,7.06498434300005,5.52946056300004
36818,8c26ff2c-4955-44df-b1c9-688881510a31,,,Nigeria,NGA,Imo,Nwangele,0,Dim Na Nume,0,Melendus Hospital,GRID3_EHEALTH,Private,Unknown,Primary,Primary Health Center,5.70668697655,7.1678297416,GRID3_EHEALTH,2024-11-11,7.16782974200004,5.70668697700006
36819,e730a8b2-3333-4f14-b612-e1f29ecd41a2,,,Nigeria,NGA,Imo,Orsu,0,Okwuamaraihe 2,0,Echezonachukwu Hospital and Maternity,GRID3_EHEALTH,Private,Unknown,Primary,Primary Health Clinic,5.82913559371,6.94679946025,GRID3_EHEALTH,2024-11-11,6.94679946000002,5.82913559400004
36820,15318fe1-ae2f-4a0d-bcb7-c16192a3e5f0,,,Nigeria,NGA,Kogi,Dekina,0,Okura,0,Ogene Gbobe Health Post,GRID3_EHEALTH,Public,Unknown,Primary,Health Post,7.56942127988,7.44196418151,GRID3_EHEALTH,2024-11-11,7.44196418100006,7.56942128000003
36821,162ace5a-2cdf-4d66-9897-4c2e2783be5e,,,Nigeria,NGA,Kogi,Dekina,0,Okura,0,Ofoanwa Primary Health Center,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,7.538401667,7.43621172734,GRID3_EHEALTH,2024-11-11,7.43621172700006,7.53840166700007
36822,5fb2c507-0755-47af-aaf4-b2ff99b04d19,,,Nigeria,NGA,Kogi,Dekina,0,Ogbabede,0,Ajakoga Health Post,GRID3_EHEALTH,Public,Unknown,Primary,Health Post,7.54216558233,6.87295127292,GRID3_EHEALTH,2024-11-11,6.87295127300007,7.54216558200005
36823,a76751ce-4439-47b0-9f68-3c05c91f5012,,,Nigeria,NGA,Kogi,Kabba/Bunu,0,Okekoko,0,Odoafin Tbl Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Unknown,7.837033333,6.076725,GRID3_EHEALTH,2024-11-11,6.07672500000007,7.83703333300002
36824,49563a1c-84b1-4f84-8c8c-9b8b3358f492,,,Nigeria,NGA,Kwara,Baruten,0,Yashikira 2,0,Alhassan Lafia Health Post,GRID3_EHEALTH,Public,Unknown,Primary,Health Post,9.48217891369,3.51386130381,GRID3_EHEALTH,2024-11-11,3.51386130400005,9.48217891400003
36825,1f4286d9-6247-4839-9679-f0d2f748680e,,,Nigeria,NGA,Nasarawa,Awe,0,Makwangiji,0,Kekura Ercc Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Unknown,8.1172,9.18311,GRID3_EHEALTH,2024-11-11,9.18311000000006,8.11720000000003
36826,e481ab64-a188-4d1d-8e18-5890b5f4712b,,,Nigeria,NGA,Nasarawa,Awe,0,Ribi,0,Kanje Ercc Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Unknown,8.43873394415,9.09927915532,GRID3_EHEALTH,2024-11-11,9.09927915500003,8.43873394400003
36827,7195efe8-33d9-498a-91dd-881096c217d4,,,Nigeria,NGA,Nasarawa,Karu,0,Kanshi,0,Eckpo Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,8.85837394415,7.60968302793,GRID3_EHEALTH,2024-11-11,7.60968302800006,8.85837394400005
36828,97af76be-6fac-4a1e-b493-7186a32f1ab6,,,Nigeria,NGA,Nasarawa,Karu,0,Uke,0,Sauku Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,8.93435091622,7.83824318717,GRID3_EHEALTH,2024-11-11,7.83824318700005,8.93435091600003
36829,662cc288-0789-4b04-9b0a-64420376fd6b,,,Nigeria,NGA,Nasarawa,Karu,0,Bagaji Agada,0,Adodo Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,9.03358,7.60096,GRID3_EHEALTH,2024-11-11,7.60096000000004,9.03358000000003
36830,a0f6d043-06d4-4f41-a2f9-6c9e9373c555,,,Nigeria,NGA,Nasarawa,Toto,0,Karmo Buga,0,Mapo Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,8.49814066928,7.40498975306,GRID3_EHEALTH,2024-11-11,7.40498975300005,8.49814066900007
36831,48e27899-97a4-4799-b1c3-955e6bb632bc,,,Nigeria,NGA,Nasarawa,Toto,0,Karmo Buga,0,Sunat Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,8.49520496423,7.41781672513,GRID3_EHEALTH,2024-11-11,7.41781672500002,8.49520496400004
36832,978b97e5-9b36-47bb-a8ed-931923fc9e51,,,Nigeria,NGA,Nasarawa,Akwanga,0,Moroa/Anjida,0,Mochu Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,9.03160260559,8.20015116316,GRID3_EHEALTH,2024-11-11,8.20015116300004,9.03160260600004
36833,6b2660f1-9670-443b-b98b-5a5c62bb7e22,,,Nigeria,NGA,Nasarawa,Akwanga,0,Moroa/Anjida,0,Nawarke Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,9.02441,8.19721,GRID3_EHEALTH,2024-11-11,8.19721000000004,9.02441000000005
36834,2e7df2ee-b472-4814-9f3e-4a239efd94d5,,,Nigeria,NGA,Anambra,Aguata,0,Igboukwu 11,0,Catholic Maternity Igbukwu,GRID3_EHEALTH,Unknown,Unknown,Primary,Primary Health Clinic,6.016479493,7.022705078,GRID3_EHEALTH,2024-11-11,7.02270507800006,6.01647949300008
36835,54c43c99-17fd-4bb4-a917-fd33599526a8,,,Nigeria,NGA,Nasarawa,Doma,0,Alagye,0,Ajena Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,8.47269,8.16927,GRID3_EHEALTH,2024-11-11,8.16927000000004,8.47269000000006
36836,af4dde37-a4df-4494-87ad-fae33e4536cf,,,Nigeria,NGA,Nasarawa,Kokona,0,Hadari,0,Shumpum Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,8.84972816755,8.01581327487,GRID3_EHEALTH,2024-11-11,8.01581327500003,8.84972816700002
36837,34032ee2-42c3-46d7-ac0c-42e3ecfe5d0b,,,Nigeria,NGA,Nasarawa,Awe,0,Kanje/Abuni,0,Asoloko Memorial Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,8.22712,9.08914,GRID3_EHEALTH,2024-11-11,9.08914000000004,8.22712000000007
36838,6d5da806-e357-4d30-99f4-38fe46acf6a3,,,Nigeria,NGA,Nasarawa,Awe,0,Kanje/Abuni,0,Tewase Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,8.29322,9.00616,GRID3_EHEALTH,2024-11-11,9.00616000000002,8.29322000000008
36839,5db26a38-bb68-4418-b3df-0ddd52e7bb67,,,Nigeria,NGA,Nasarawa,Awe,0,Kanje/Abuni,0,Kowa Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,8.28967,9.0038,GRID3_EHEALTH,2024-11-11,9.00380000000007,8.28967000000006
36840,a52353ff-cc7e-426a-a9cd-898612a78aac,,,Nigeria,NGA,Nasarawa,Kokona,0,Hadari,0,Hamdalla Clinic,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,8.84425117932,7.915737976,GRID3_EHEALTH,2024-11-11,7.91573797600006,8.84425117900003
36841,db1fbfa6-58c7-4abb-ad06-276dcea8f572,,,Nigeria,NGA,Fct,Gwagwalada,0,Gwako,0,Giri Clinic and Maternity,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Clinic,9.0026,7.15412,GRID3_EHEALTH,2024-11-11,7.15412000000003,9.00260000000003
36842,11497073-1357-4fe2-ad2e-2d924802a832,,,Nigeria,NGA,Fct,Kwali,0,Yangoji,0,Choice Maternity and Nursing Home,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Clinic,8.80099,7.04456,GRID3_EHEALTH,2024-11-11,7.04456000000005,8.80099000000007
36843,0861bc41-82e9-4304-8b15-408e68cd5510,,,Nigeria,NGA,Fct,Abuja Municipal Area Council,0,Nyanya,0,King Clinic and Maternity,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Clinic,9.02959,7.58217,GRID3_EHEALTH,2024-11-11,7.58217000000008,9.02959000000004
36844,65f0dd73-8091-41b5-92d9-16c9bbe43bfa,,,Nigeria,NGA,Fct,Abuja Municipal Area Council,0,Nyanya,0,Blessed Trinity Hospital,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,9.03125933072,7.58796352181,GRID3_EHEALTH,2024-11-11,7.58796352200005,9.03125933100006
36845,f7630fde-606c-4b1e-aa28-db98039588b1,,,Nigeria,NGA,Fct,Abuja Municipal Area Council,0,Nyanya,0,Fountain Head Hospital,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,9.02381,7.58633,GRID3_EHEALTH,2024-11-11,7.58633000000003,9.02381000000003
36846,e38ec536-ce11-4de4-a873-41cf016ccb92,,,Nigeria,NGA,Fct,Abuja Municipal Area Council,0,City Centre 1,0,Fct Management Board Hospital,GRID3_EHEALTH,Public,Unknown,Primary,Primary Health Center,9.04411,7.50257,GRID3_EHEALTH,2024-11-11,7.50257000000005,9.04411000000005
