id,name,amenity,healthcare,lga,lat,lon
node/2923599554,Mekwandira Health Post,hospital,,Doguwa,10.8088385,8.6301797
node/2923599555,Ririwai Primary Health Centre,hospital,,Doguwa,10.750129,8.7279186
node/2925699882,Achilafiya Health Post,hospital,,Kiru,11.7484648,8.1386675
node/2925699883,Alhazawa Health Post,hospital,,Kiru,11.7093773,8.167287
node/2925699884,Bargoni Health Post,hospital,,Kiru,11.719051,8.1052227
node/2925699885,Baskore Health Post,hospital,,Kabo,11.8426972,8.1478795
node/2925699886,Dashi Health Post,hospital,,Kiru,11.7173406,8.227324
node/2925699887,Dugabau Primary Health Centre,hospital,,Kabo,11.8027135,8.2070991
node/2925699889,Gazan Health Post,hospital,,Kiru,11.7108499,8.1974104
node/2925699890,Hawadin Galadima Primary Health Centre,hospital,,Kabo,11.8657616,8.2355798
node/2925699891,Husama Health Post,hospital,,Karaye,11.788362,8.113176
node/2925699893,Kabo Cottage General Hospital,hospital,,Kabo,11.8511893,8.1677976
node/2925699894,Kafin Dabga Health Post,hospital,,Karaye,11.8318724,8.1230959
node/2925699895,Kailani Health Post,hospital,,Kiru,11.7301784,8.1820486
node/2925699896,Kanwa Health Post,hospital,,Kabo,11.8264287,8.1505252
node/2925699897,Kauyen Mahuta Health Post,hospital,,Kabo,11.8663042,8.1539167
node/2925699898,Kiru General Hospital,hospital,,Kiru,11.70699,8.1347617
node/2925699899,Malan Gajere Health Post,hospital,,Kabo,11.8602942,8.1921146
node/2925699900,Masanawa Health Post,hospital,,Kabo,11.8468936,8.2425612
node/2925701101,Unguwar Turaki Health Post,hospital,,Kabo,11.8202943,8.2309109
node/2925701102,Walawa Health Post,hospital,,Kabo,11.786184,8.2231491
node/2925701103,Yammedi Primary Health Centre,hospital,,Karaye,11.82384,8.0924596
node/2925701104,Zuwo Health Post,hospital,,Kiru,11.7502925,8.2055225
node/2925719598,Bauda Health Post,hospital,,Kiru,11.5889314,8.1904451
node/2925719600,Dangora Primary Health Centre,hospital,,Kiru,11.5360867,8.1572808
node/2925757201,Durmawa Health Post,hospital,,Bebeji,11.6051805,8.2583199
node/2925757202,Gwarmai Health Post,hospital,,Bebeji,11.533195,8.2548285
node/2925757203,Kogo Primary Health Centre,hospital,,Kiru,11.6230036,8.1719701
node/2925757204,Maraku Health Post,hospital,,Kiru,11.6771402,8.1288908
node/2925757205,Tsaudawa Health Post,hospital,,Kiru,11.6809365,8.202676
node/2925757206,Yako Primary Health Centre,hospital,,Kiru,11.6557163,8.1929152
node/2925787870,Badafi Health Post,hospital,,Kiru,11.3734414,8.1691977
node/2925787871,Gajale Health Post,hospital,,Kiru,11.4345387,8.2370948
node/2925787872,Hayin Gwarmai Health Post,hospital,,Bebeji,11.4599134,8.2035506
node/2925787874,Yalwa Health Post,hospital,,Kiru,11.4865376,8.1866211
node/2925837269,Maganda Health Post,hospital,,Doguwa,10.6404903,8.7593621
node/2925837271,Rufai Health Post,hospital,,Doguwa,10.6387049,8.6471287
node/2925837272,Yalwan Dan Musa Health Post,hospital,,Doguwa,10.5758648,8.7159172
node/2925849527,Badari Health Post,hospital,,Gwarzo,11.8030905,7.893615
node/2925849528,Dan Gayaki Health Post,hospital,,Karaye,11.725309,7.903104
node/2925849529,Gurawa Health Post,hospital,,Karaye,11.7676412,7.888229
node/2925849530,Jama'A Primary Health Centre,hospital,,Gwarzo,11.8151982,7.8661004
node/2925849531,Kwanyawa Primary Health Centre,hospital,,Karaye,11.771775,7.867357
node/2925849532,Malamawa Health Post,hospital,,Gwarzo,11.8352349,7.859759
node/2925991011,Bauda Health Post,hospital,,Kiru,11.5889756,8.1904439
node/2925991013,Dangora Primary Health Centre,hospital,,Kiru,11.5360675,8.1572761
node/2925991014,Durmawa Health Post,hospital,,Bebeji,11.605175,8.2583278
node/2925991015,Gwarmai Health Post,hospital,,Bebeji,11.5331938,8.2548556
node/2925991016,Kogo Primary Health Centre,hospital,,Kiru,11.6230025,8.1719512
node/2925991017,Maraku Health Post,hospital,,Kiru,11.6771255,8.1288835
node/2925991018,Tsaudawa Health Post,hospital,,Kiru,11.6809406,8.2026737
node/2925991019,Yako Primary Health Centre,hospital,,Kiru,11.6556987,8.1928273
node/2929137238,Bankaura Health Post,hospital,,Bichi,12.2707934,8.3813869
node/2929137239,Belli Health Post,hospital,,Bichi,12.3118982,8.2849823
node/2929137240,Bum-Bum Health Post,hospital,,Bichi,12.2486915,8.3970018
node/2929137241,Daddo Health Post,hospital,,Bichi,12.2998701,8.3351345
node/2929137242,Damargu Primary Health Centre,hospital,,Bichi,12.2658179,8.3215707
node/2929137243,Damfamin Tofa Health Post,hospital,,Dawakin Tofa,12.2226367,8.4283419
node/2929137244,Gawon Bature Health Post,hospital,,Bichi,12.2627379,8.4188614
node/2929137245,Gwarmai Primary Health Centre,hospital,,Kunchi,12.3633923,8.4054439
node/2929137246,Jinjimawa Health Post,hospital,,Bichi,12.3310091,8.2737713
node/2929137247,Jodade Health Post,hospital,,Kunchi,12.3720534,8.3057174
node/2929137248,Kawaji Health Post,hospital,,Bichi,12.2319051,8.3329369
node/2929137249,Kirya Health Post,hospital,,Dawakin Tofa,12.2126896,8.3888751
node/2929137250,Kuku Primary Health Centre,hospital,,Kunchi,12.372987,8.2819031
node/2929137251,Kwamarawa Health Post,hospital,,Bichi,12.3302322,8.3897956
node/2929137253,Saye Primary Health Centre,hospital,,Bichi,12.275517,8.3961623
node/2929137254,Taddangari Primary Health Centre,hospital,,Bichi,12.2352404,8.309361
node/2929137255,Tinki Health Post,hospital,,Bichi,12.303154,8.3925522
node/2929137256,Tofawa Health Post,hospital,,Kunchi,12.3468822,8.3289016
node/2929137257,Tukuibi Health Post,hospital,,Bichi,12.2674557,8.3416815
node/2929137259,Yanbundu Health Post,hospital,,Bichi,12.2691565,8.2931442
node/2929137260,Yola Health Post,hospital,,Bichi,12.2443931,8.2875943
node/2929137261,Zangon Mata Health Post,hospital,,Dawakin Tofa,12.2334392,8.4135659
node/2929399558,Baje Primary Health Centre,hospital,,Kunchi,12.3653887,8.2574267
node/2929399560,Chiromawa Primary Health Centre,hospital,,Bichi,12.321506,8.1594934
node/2929399561,Damisa Health Post,hospital,,Bichi,12.309377,8.2164745
node/2929399562,Danzabua Primary Health Centre,hospital,,Bichi,12.3458238,8.1102497
node/2929399564,Farsa Health Post,hospital,,Tsanyawa,12.3815387,8.1012747
node/2929399565,Gidan Nisau Health Post,hospital,,Kunchi,12.3579904,8.192957
node/2929399566,Hagawa Health Post,hospital,,Bichi,12.2554986,8.1690565
node/2929399567,Karari Health Post,hospital,,Bichi,12.2428387,8.1744508
node/2929399568,Lamba Health Post,hospital,,Bichi,12.3400075,8.1480733
node/2929399569,Malikawa Sarari Health Post,hospital,,Bichi,12.3805223,8.1475524
node/2929399570,Rigana Primary Health Centre,hospital,,Kunchi,12.3779428,8.2101924
node/2929399571,Rimaye Health Post,hospital,,Bichi,12.2665799,8.2011596
node/2929399572,Tatsan Health Post,hospital,,Tsanyawa,12.2885597,8.0928191
node/2929399574,Tsidau Health Post,hospital,,Bichi,12.3004044,8.1492133
node/2929399575,Waire Health Post,hospital,,Bichi,12.3455345,8.2209789
node/2929399577,Yangwarzo Health Post,hospital,,Bichi,12.2743958,8.1558689
node/2948312513,Mariri Primary Health Centre,hospital,,Kumbotso,11.9498774,8.6091166
node/2953819019,Kokai Health Post,hospital,hospital,Tsanyawa,12.2187898,8.0221474
node/2953819027,Yanmamman Health Post,hospital,,Tsanyawa,12.2622436,8.0413869
node/2954029812,Gwarabjawa Health Post,hospital,,Dambatta,12.4479598,8.5418922
node/2954277529,Mazan Gudu Health Post,hospital,,Gabasawa,12.1953802,8.9072145
node/3060720467,Iyayi Dispensary,hospital,,Ningi,11.3082828,9.2498158
node/3081493774,Model Primary Health Center Rahama,hospital,,Toro,10.4529722,8.7595558
node/4484741172,Sick Bay,hospital,,,11.1545705,7.6521307
node/4766946544,Geography Dept Medical Center,hospital,,,11.1528619,7.6484936
node/5668757228,Kano Emergency Operations Center,hospital,,Kano,11.995892,8.5495487
node/7909953527,Amino Kanu Teaching Hospital,hospital,hospital,,11.9767135,8.5942116
node/11830153802,Kujama Gari Primary Health Center,hospital,,,10.4578601,7.6379215
node/11830153803,General Hospital Kujama Kujama Market Kaduna,hospital,,,10.4762269,7.637448
node/11830153804,Tundun Wada Primary Health Center,hospital,,,10.4763785,7.6356429
node/11830153805,Primary Healthcare Tudun Wada No2 Bugai Road Kujama,hospital,,,10.4771988,7.6433676
node/11830153806,Governor Awan General Hospital No43 Bugai Road Kujama,hospital,,,10.4765183,7.6445961
node/11830153807,Rural Hospital Kujama,hospital,,,10.4813396,7.6508456
node/11830153808,Apikobugai Clinic,hospital,,,10.5066292,7.6559861
node/11830218670,Salvation Health Clinic,hospital,,,10.4803269,7.6334488
node/11830218671,Sauki Clinic,hospital,,,10.4782169,7.634232
node/11830218672,Primary Health Center Tudun Wada Opposite New Market Kujama,hospital,,,10.475669,7.6334247
node/11830269934,Tokache Health Clinic,hospital,,,10.5284911,7.6160225
node/12282340284,ABU HANNEFA MEDICINE STORE,pharmacy,,,12.0488822,8.570315
node/12282340285,SALMA MEDICINE STORE,pharmacy,,,12.0440522,8.5643177
node/12282340286,NAZEE ALBARKA MEDICINE STORE,pharmacy,,,12.049793,8.576876
node/12282340287,A.Y CHEMIST KARSHEN AIKI,pharmacy,,,12.0544615,8.5835705
node/12282340288,RIMIN KEBE MEDICINE STORE,pharmacy,,,12.0381121,8.5664664
node/12282340289,DISCOUNT MEDICINE,pharmacy,,,12.0400256,8.5710698
node/12282340290,B KABO MEDICINE STORE,pharmacy,,,12.0452327,8.5637335
node/12282340291,SARIRA 2,pharmacy,,,12.0411135,8.5723149
node/12282340292,MUHAMMADIYA,hospital,,,12.0415267,8.5633656
node/12282340293,AFUWA CHEMIST,pharmacy,,,12.04774,8.5790033
node/12282340294,DAN TAMASHE HOSPITAL,hospital,,,12.0491196,8.5798504
node/12282340295,DR KHALID TRADITIONAL HERBAL,pharmacy,,,12.0500876,8.5805583
node/12282340296,ZUMUNTA PROVISION AND MEDICAL STORE,pharmacy,,,12.0555229,8.5837926
node/12282340297,NGY KORE CHEMIST,pharmacy,,,12.0551924,8.5821882
node/12282340298,MEDICINE STORE,pharmacy,,,12.0548906,8.5806474
node/12282340299,DALAL CLINIC,clinic,,,12.0462755,8.5670098
node/12282340300,J MEDICAL CENTER,clinic,,,12.0524717,8.5759033
node/12282454144,ABDULFATAH PHARMACY,pharmacy,,,11.9560162,8.4688578
node/12282454145,GANO MEDICINE STORE,pharmacy,,,11.9593129,8.4710588
node/12282454146,BILKISU MEDICAL CENTER TINGA,pharmacy,,,11.9652713,8.4689775
node/12282454147,ATTAUFIQ MEDICINE STORE,pharmacy,,,11.9585426,8.4705178
node/12282454148,GIDAN MAGANI,pharmacy,,,11.9579772,8.4724427
node/12282454149,MADADI,clinic,,,11.9589743,8.4731607
node/12282454150,FIRST CLASS CLINIC AND MATERNITY,clinic,,,11.963053,8.479553
node/12282454151,GIDAN MAGANI AL-MISBAH MEDICINE STORE,pharmacy,,,11.9629129,8.4666909
node/12282454152,GANO RAHAMA CHEMIST,pharmacy,,,11.9596639,8.4717941
node/12282454153,RAHAMA CHEMIST,clinic,,,11.9653732,8.4762515
node/12282454154,DORAYI KARAMA PRIMARY HEALTH CARE,hospital,,,11.9650158,8.4768162
node/12282454155,MUBARAKUN MEDICINE,clinic,,,11.9626895,8.4739058
node/13119419701,Al Ihsan Clinics and Surgery,clinic,birthing_center;blood_donation;clinic;doctor;hospital;laboratory;pharmacy,Kano,11.9458206,8.5577364
way/185718322,Aminu Kano Teaching Hospital,hospital,,,11.9631635,8.5507152
way/185718325,National Orthopaedic Hospital,hospital,,Gwammaja,12.0202363,8.5013761
way/250862182,ABU Zaria Sick Bay,hospital,,,11.1547771,7.6518174
way/279086588,Fuskar Gabas Primary Health Centre,hospital,hospital,Kano Municipal,12.0051361,8.5183645
way/282905006,Geza Health Post,hospital,hospital,Minjibir,12.1877567,8.5084508
way/283101646,Rafin Tsamiya Health Post,hospital,hospital,Tsanyawa,12.1951913,8.0410081
way/283777077,Kasuwar Kuka Primary Health Centre,hospital,hospital,Kunchi,12.4299014,8.3525347
way/284838950,Ahmadu Bello Teaching Hospital,hospital,,,11.081105,7.7142872
way/286269667,Kwarkiya Health Post,hospital,hospital,Minjibir,12.2474585,8.5962942
way/286271541,Garke Health Post,hospital,hospital,Minjibir,12.2114183,8.5890283
way/286404144,Kankarawa Health Post,hospital,hospital,Minjibir,12.2230724,8.6240738
way/286439184,Gasgainu Health Post,hospital,hospital,Minjibir,12.238069,8.6431373
way/286564662,Mai Aduwa Health Post,hospital,hospital,Makoda,12.2751887,8.5704946
way/286766935,Danbawa Health Post,hospital,hospital,Minjibir,12.2560031,8.5457591
way/287495752,Abdullahi Muhammad Wase General Hospital;Kano Emergency Operations Center,hospital,,Nassarawa,11.9971968,8.5483684
way/287517082,Sarbi Health Post,hospital,hospital,Minjibir,12.2972743,8.6735087
way/287705340,Kwandarma Health Post,hospital,hospital,Minjibir,12.2170822,8.6629592
way/287827312,Zango Health Post,hospital,hospital,Minjibir,12.2511581,8.6999294
way/288288676,Bare Bari Health Post,hospital,hospital,Makoda,12.4932778,8.4980028
way/288291725,Gaya South Health Post,hospital,hospital,Gaya,11.8577727,9.0047234
way/288457763,Shawu Health Post,hospital,hospital,Takai,11.4371007,9.1369752
way/288472000,Baushe Health Post,hospital,hospital,Dambatta,12.5173581,8.6327901
way/288638730,Ruwantsa Health Post,hospital,hospital,Dambatta,12.4080207,8.7386925
way/288770804,Falgore Primary Health Centre,hospital,hospital,Rogo,11.5116928,7.6946553
way/289391536,Bichi General Hospital,hospital,hospital,Bichi,12.2346437,8.2359217
way/289458618,Murtala Mohammed Specialist Hospital,hospital,hospital,Kano Municipal,11.9990192,8.5222137
way/289564831,Azore Primary Health Centre,hospital,hospital,Kura,11.7589325,8.3949886
way/289564871,Akilu Memorial Primary Health Centre,hospital,hospital,Madobi,11.7697344,8.2882225
way/289763926,Falgore Health Post,hospital,hospital,Doguwa,11.1210426,8.575967
way/290171092,Baure Health Post,hospital,hospital,Bagwai,12.0814436,8.1897357
way/290171093,Kauyen Adam Health Post,hospital,hospital,Bagwai,12.1305387,8.2020408
way/290171096,Yartofa Health Post,hospital,hospital,Bagwai,12.0784641,8.1362051
way/290171098,Kariya Health Post,hospital,hospital,Bagwai,12.0432733,8.2015228
way/290171102,Jaube Health Post,hospital,hospital,Dawakin Tofa,12.1574316,8.2086579
way/290171104,Munsira Health Post,hospital,hospital,Bichi,12.1906528,8.224543
way/290171105,Tsattawa Health Post,hospital,hospital,Bagwai,12.1287863,8.1378026
way/290171106,Iyawa Health Post,hospital,hospital,Bichi,12.1767495,8.236149
way/290171107,Badau Health Post,hospital,hospital,Bagwai,12.1933322,8.1325637
way/290171109,Badodo Health Post,hospital,hospital,Bagwai,12.0893313,8.2140255
way/290171110,Rimin-Bai Health Post,hospital,hospital,Bagwai,12.0631599,8.197211
way/290171113,Tuga Health Post,hospital,hospital,Bagwai,12.0670942,8.2431672
way/290171114,Dutsen Karya Health Post,hospital,hospital,Bichi,12.2110968,8.1330391
way/290171115,Rimin Dako Health Post,hospital,hospital,Bagwai,12.0848462,8.2535985
way/290171116,Gajal Health Post,hospital,hospital,Bagwai,12.0837807,8.1060102
way/290171118,Romo Health Post,hospital,hospital,Bagwai,12.0733417,8.1704004
way/290171121,Ba'Awa Health Post,hospital,hospital,Bagwai,12.1226711,8.1882285
way/290523837,Toranke Primary Health Centre,hospital,hospital,Ajingi,11.9932666,9.1718694
way/290524041,Kawoni Health Post,hospital,hospital,Ajingi,11.9970191,9.205922
way/290533455,Biyamusu Health Post,hospital,hospital,Ajingi,12.0803814,9.19175
way/290640981,Kara-Dagaji Health Post,hospital,hospital,Ajingi,11.9299812,9.1551413
way/290644504,Dan'Malam Health Post,hospital,hospital,Ajingi,11.9393818,9.1900786
way/290649986,Gamoji Health Post,hospital,hospital,Gaya,11.8439191,9.1784281
way/290650580,Jigar Health Post,hospital,hospital,Albasu,11.664249,9.1693467
way/290651186,Yawurma Health Post,hospital,hospital,Albasu,11.6481219,9.1683384
way/290673630,Daho Health Post,hospital,hospital,Albasu,11.6645134,9.2071734
way/290678158,Tsangaya Primary Health Centre,hospital,hospital,Albasu,11.6189168,9.2147201
way/290680270,Zananne Health Post,hospital,hospital,Albasu,11.6363051,9.2558639
way/290682238,Jirago Health Post,hospital,hospital,Albasu,11.5758104,9.278836
way/290825086,Yanchibi Health Post,hospital,hospital,Tsanyawa,12.2404582,7.8916863
way/290825652,Yanganau Health Post,hospital,hospital,Tsanyawa,12.2544013,7.9580062
way/290827453,Zarogi Health Post,hospital,hospital,Tsanyawa,12.2485718,7.9915068
way/290832368,Zakawa Health Post,hospital,hospital,Tsanyawa,12.28691,7.8844224
way/291322256,Gachi Kedi Health Post,hospital,hospital,Wudil,11.8023114,8.868827
way/291368176,Panshekara Primary Health Centre,hospital,hospital,Kumbotso,11.8992173,8.4573167
way/291434863,Gofaro Primary Health Centre,hospital,hospital,Gezawa,12.0196252,8.7478234
way/291435339,Yartofa Health Post,hospital,hospital,Warawa,11.9296578,8.6875721
way/291435971,Tamawa Health Post,hospital,hospital,Rimin Gado,11.8980729,8.3427789
way/291437917,Jili Health Post,hospital,hospital,Rimin Gado,11.8992158,8.2784709
way/291437919,Jauben Health Post,hospital,hospital,Tofa,12.0258764,8.3169078
way/291437920,Sakaratsa Health Post,hospital,hospital,Rimin Gado,11.9221131,8.3771727
way/291437922,Chalawa Primary Health Centre,hospital,hospital,Kumbotso,11.9175701,8.4251114
way/291437923,Chiromawa Primary Health Centre,hospital,hospital,Ungongo,12.0366284,8.411799
way/291438250,Agalawa Health Post,hospital,hospital,Madobi,11.8806285,8.3706318
way/291438406,Jajira Health Post,hospital,hospital,Ungongo,12.033013,8.424855
way/291438407,Kwami Health Post,hospital,hospital,Tofa,12.0197778,8.3073067
way/291438408,Jujin Health Post,hospital,hospital,Rimin Gado,11.919998,8.2666463
way/291438409,Jagaja Health Post,hospital,hospital,Tofa,12.0340528,8.2886383
way/291438581,Maigari Health Post,hospital,hospital,Rimin Gado,11.919128,8.3320135
way/291439838,Yarimawa Primary Health Centre,hospital,hospital,Tofa,12.0275387,8.3686198
way/291440097,Zango II Health Post,hospital,hospital,Rimin Gado,12.0204781,8.2787653
way/291441969,Maraya Health Post,hospital,hospital,Madobi,11.8919195,8.4108409
way/291441970,Langel Primary Health Centre,hospital,hospital,Tofa,11.990358,8.3951757
way/291441971,Doka Health Post,hospital,hospital,Tofa,11.9900987,8.3044901
way/291442078,Tabanni Health Post,hospital,hospital,Tofa,11.972451,8.3085941
way/291442540,Hawandawaki Health Post,hospital,hospital,Kumbotso,11.9554192,8.4250129
way/291442541,Yalwa Primary Health Centre,hospital,hospital,Rimin Gado,11.9530717,8.3100559
way/291442646,Unguwar Rimi Health Post,hospital,hospital,Tofa,11.9726358,8.3325251
way/291442888,Maigari Ingila Health Post,hospital,hospital,Rimin Gado,11.9214811,8.3019244
way/291442889,Zango I Health Post,hospital,hospital,Rimin Gado,11.9843008,8.2831851
way/291442890,Karofin Yashi Health Post,hospital,hospital,Rimin Gado,11.8835532,8.3501413
way/291442891,Lambu Primary Health Centre,hospital,hospital,Tofa,11.9927473,8.3597829
way/291444032,Wari Health Post,hospital,hospital,Kabo,11.9130602,8.1889664
way/291444189,Godiya Primary Health Centre,hospital,hospital,Kabo,11.9203355,8.1293391
way/291444190,Indabo Health Post,hospital,hospital,Rimin Gado,11.9634249,8.1796144
way/291444191,Leni Health Post,hospital,hospital,Shanono,12.007559,8.099422
way/291444192,Bakwami Health Post,hospital,hospital,Shanono,12.0334519,8.1138893
way/291444193,Rinji Health Post,hospital,hospital,Kabo,11.8801675,8.1631461
way/291444194,Kwajale Health Post,hospital,hospital,Bagwai,12.0350361,8.2214812
way/291444437,Rimin Gado Primary Health Centre,hospital,hospital,Rimin Gado,11.9719427,8.2474826
way/291444439,Durun Health Post,hospital,hospital,Kabo,11.90434,8.2312197
way/291444440,Butu Butu Health Post,hospital,hospital,Rimin Gado,11.9659289,8.2086313
way/291444442,Sarigarin Health Post,hospital,hospital,Kabo,11.9685368,8.1165429
way/291445698,Ginsawa Health Post,hospital,hospital,Tofa,12.0289463,8.2588403
way/291445699,Hawadin Bango Primary Health Centre,hospital,hospital,Kabo,11.8890433,8.2571048
way/291445944,Kanye Health Post,hospital,hospital,Kabo,11.9599558,8.1467938
way/291445945,Dugurawa Health Post,hospital,hospital,Rimin Gado,12.011057,8.2311677
way/291445996,Yango Health Post,hospital,hospital,Rimin Gado,11.9960382,8.2281645
way/291445997,Kafinmaiko Health Post,hospital,hospital,Bagwai,12.0387818,8.1674275
way/291445998,Balan Health Post,hospital,hospital,Kabo,11.9138121,8.1656237
way/291446533,Gammo M.P.H.C Primary Health Centre,hospital,hospital,Kabo,11.8928621,8.132025
way/291446639,Dangada Primary Health Centre,hospital,hospital,Bagwai,12.0105563,8.1320854
way/291446797,Sule Galadima Garo General Hospital,hospital,hospital,Kabo,11.9555994,8.0981361
way/291447294,Sharifai Health Post,hospital,hospital,Rimin Gado,11.9243788,8.2461081
way/291448218,Shadau Health Post,hospital,hospital,Kabo,11.8745919,8.2102547
way/291448219,Makamauta Primary Health Centre,hospital,hospital,Gwarzo,11.9133282,8.105295
way/291448220,Kazar Daw Health Post,hospital,hospital,Rimin Gado,11.9673104,8.1953793
way/291655045,Dorogo Health Post,hospital,hospital,Shanono,12.0022814,7.9730882
way/291655047,Dan Amale Health Post,hospital,hospital,Kabo,11.945195,8.0301668
way/291665831,Yarkasuwa Health Post,hospital,hospital,Gwarzo,11.9175023,7.9345477
way/291665833,Dorogo Health Post,hospital,hospital,Gwarzo,11.9818556,7.988174
way/291666940,Gude Health Post,hospital,hospital,Kabo,11.9538882,8.0665678
way/291666941,Dutsen Bakoshi Health Post,hospital,hospital,Shanono,12.0267883,7.9457773
way/291666943,Getso Primary Health Centre,hospital,hospital,Gwarzo,11.8698087,7.9757211
way/291732132,Faran Health Post,hospital,hospital,Kibiya,11.5391009,8.6250801
way/291750086,Kyansha Health Post,hospital,hospital,Takai,11.48744,9.1064918
way/291751274,Yan Bawa Health Post,hospital,hospital,Sumaila,11.3714512,9.0594448
way/291752449,Rubun Health Post,hospital,hospital,Albasu,11.6268566,9.0877925
way/291752871,Hungu Health Post,hospital,hospital,Albasu,11.6135893,9.0016053
way/291752872,Kafin Sidda Health Post,hospital,hospital,Takai,11.5239227,9.0658866
way/291752873,Mangari Health Post,hospital,hospital,Albasu,11.6447292,9.009309
way/291752874,Yauwra Health Post,hospital,hospital,Albasu,11.6102834,8.9686438
way/291753563,Sanni Health Post,hospital,hospital,Garko,11.5306772,9.0191336
way/291753564,Sittika Health Post,hospital,hospital,Albasu,11.5738534,8.9821507
way/291753565,Faragai Health Post,hospital,hospital,Albasu,11.6694032,8.986339
way/291753566,Duja Health Post,hospital,hospital,Albasu,11.6541923,9.0906672
way/291753567,Bataiya Primary Health Centre,hospital,hospital,Albasu,11.683573,9.0286336
way/291753927,Takai Nysc General Hospital,hospital,hospital,Takai,11.5659468,9.1085781
way/291753928,Fanda Health Post,hospital,hospital,Albasu,11.6040082,9.0477076
way/291753929,Rinji Health Post,hospital,hospital,Albasu,11.6926152,9.0035337
way/291753930,Chamarana Health Post,hospital,hospital,Albasu,11.6311754,9.1067628
way/291753931,Gamawa Health Post,hospital,hospital,Takai,11.5415973,9.1179257
way/291753932,Baleke Health Post,hospital,hospital,Albasu,11.6533864,9.0503004
way/291754202,Albasu Cottage Primary Health Centre,hospital,hospital,Albasu,11.6675613,9.1281041
way/291754203,Umbarum Health Post,hospital,hospital,Albasu,11.5576614,9.058036
way/291754204,Alfindi Health Post,hospital,hospital,Sumaila,11.5237479,8.9987494
way/291754243,Kan Iyaka Health Post,hospital,hospital,Takai,11.6115796,9.0859966
way/291754775,Kogo Health Post,hospital,hospital,Takai,11.5804748,9.1558062
way/291754777,Gagarame Health Post,hospital,hospital,Albasu,11.5539329,9.1906071
way/291755115,Durbunde Primary Health Centre,hospital,hospital,Takai,11.5397928,9.2318635
way/291755116,Sakwaya Health Post,hospital,hospital,Takai,11.5352513,9.1757199
way/291755117,Kachako Primary Health Centre,hospital,hospital,Takai,11.5380033,9.2492171
way/291755879,Sayasaya Health Post,hospital,hospital,Albasu,11.7164784,8.9670158
way/291757019,Hausawa Health Post,hospital,hospital,Gaya,11.7300595,9.0996771
way/291757020,Jibawa Health Post,hospital,hospital,Gaya,11.782415,8.9786972
way/291757021,Fanidau Health Post,hospital,hospital,Gaya,11.803344,9.1158738
way/291757022,Maimakawa Health Post,hospital,hospital,Gaya,11.7964203,9.1315075
way/291757023,Kazurawa Health Post,hospital,hospital,Gaya,11.771895,9.0171498
way/291757024,Kalahaddi Health Post,hospital,hospital,Gaya,11.7205459,9.0242697
way/291757025,Yan Kau Health Post,hospital,hospital,Gaya,11.7595422,8.9785387
way/291757255,Kullumi Health Post,hospital,hospital,Ajingi,12.0314887,9.030118
way/291757540,Kawari Health Post,hospital,hospital,Ajingi,12.0075426,9.0060455
way/291757541,Maigana Health Post,hospital,hospital,Ajingi,11.9426211,9.0009691
way/291759008,Chula Health Post,hospital,hospital,Ajingi,11.9896603,8.9707143
