name_display,name_nfc,name_ascii_key,name_type,countries,languages,sources,source_ids,total_evidence_count,occurrence_count,last_seen_at
Adeti,Adeti,adeti,family,GH,en,wikidata,Q130430922,1,1,2026-04-11T03:55:04.900162+00:00
Adetiba,Adetiba,adetiba,family,NG,en,wikidata,Q94361525,3,1,2026-04-11T03:53:58.817238+00:00
Adetifa,Adetifa,adetifa,family,NG,en,wikidata,Q131442724,1,1,2026-04-11T03:54:55.800945+00:00
Adetokunbo,Adetokunbo,adetokunbo,family,NG,en,wikidata,Q4682389,2,1,2026-04-11T03:53:58.817238+00:00
Adétọ́lá,Adétọ́lá,adetola,family,NG,en,wikidata,Q116369005,1,1,2026-04-11T03:53:58.817238+00:00
Adetona,Adetona,adetona,family,NG,en,wikidata,Q116368605,1,1,2026-04-11T03:53:58.817238+00:00
Adétòrò,Adétòrò,adetoro,family,NG,en,wikidata,Q116521522,1,1,2026-04-11T03:53:58.817238+00:00
Adetu,Adetu,adetu,family,NG,ar,wikidata,Q107189929,1,1,2026-04-11T03:53:58.817238+00:00
Adetunbi,Adetunbi,adetunbi,family,NG,en,wikidata,Q116369060,1,1,2026-04-11T03:53:58.817238+00:00
Adewale,Adewale,adewale,family,NG,en,wikidata,Q37481898|Q4682409,6,4,2026-04-11T03:53:58.817238+00:00
Adéwará,Adéwará,adewara,family,NG,en,wikidata,Q116369048,1,1,2026-04-11T03:53:58.817238+00:00
Adewole,Adewole,adewole,family,NG,en,wikidata,Q36959853,3,1,2026-04-11T03:53:58.817238+00:00
Adewumi,Adewumi,adewumi,family,NG,en,wikidata,Q37128755,3,1,2026-04-11T03:53:58.817238+00:00
Adewunmi,Adewunmi,adewunmi,family,NG,en,wikidata,Q37458855,3,1,2026-04-11T03:53:58.817238+00:00
Adewusi,Adewusi,adewusi,family,NG,en,wikidata,Q28401240,2,1,2026-04-11T03:53:58.817238+00:00
Adeyemi,Adeyemi,adeyemi,family,NG,en,wikidata,Q4682422,1,1,2026-04-11T03:53:58.817238+00:00
Adeyemo,Adeyemo,adeyemo,family,NG,en,wikidata,Q37527791,3,1,2026-04-11T03:53:58.817238+00:00
Adeyeye,Adeyeye,adeyeye,family,NG,en,wikidata,Q15946135,2,2,2026-04-11T03:53:58.817238+00:00
Adeyinka,Adeyinka,adeyinka,family,NG,en,wikidata,Q37213387,3,1,2026-04-11T03:53:58.817238+00:00
Adhero,Adhero,adhero,family,TZ,en,wikidata,Q130705922,1,1,2026-04-11T04:03:05.784060+00:00
Adhia,Adhia,adhia,family,TZ,en,wikidata,Q96476155,1,1,2026-04-11T04:03:05.784060+00:00
Adi,Adi,adi,family,NG,en,wikidata,Q19793231,3,1,2026-04-11T03:53:58.817238+00:00
Adichie,Adichie,adichie,family,NG,en,wikidata,Q34024039,4,3,2026-04-11T03:53:58.817238+00:00
Adiele,Adiele,adiele,family,NG,en,wikidata,Q16001825,1,1,2026-04-11T03:53:58.817238+00:00
Adigun,Adigun,adigun,family,NG,en,wikidata,Q4682754,1,1,2026-04-11T03:53:58.817238+00:00
Adio,Adio,adio,family,NG,en,wikidata,Q63101025,2,1,2026-04-11T03:53:58.817238+00:00
Adisa,Adisa,adisa,family,NG,en,wikidata,Q16479303,1,1,2026-04-11T03:53:58.817238+00:00
Adiyiah,Adiyiah,adiyiah,family,GH,en,wikidata,Q74262360,1,1,2026-04-11T03:55:04.900162+00:00
Adjah,Adjah,adjah,family,GH,en,wikidata,Q136483308,1,1,2026-04-11T03:55:04.900162+00:00
Adjaho,Adjaho,adjaho,family,GH,en,wikidata,Q78039378,3,1,2026-04-11T03:55:04.900162+00:00
Adjanohoun,Adjanohoun,adjanohoun,family,SN,en,wikidata,Q136334751,3,1,2026-04-11T03:55:29.976892+00:00
Adjapong,Adjapong,adjapong,family,GH,en,wikidata,Q134307259,1,1,2026-04-11T03:55:04.900162+00:00
Adjaye,Adjaye,adjaye,family,GH,en,wikidata,Q96476156,1,1,2026-04-11T03:55:04.900162+00:00
Adjei,Adjei,adjei,family,GH,en,wikidata,Q21431137,1,1,2026-04-11T03:55:04.900162+00:00
Adjetey,Adjetey,adjetey,family,GH,en,wikidata,Q56244655,4,3,2026-04-11T03:55:04.900162+00:00
Adjorlolo,Adjorlolo,adjorlolo,family,GH,en,wikidata,Q99983919,2,1,2026-04-11T03:55:04.900162+00:00
Adler,Adler,adler,family,SO,en,wikidata,Q358090,1,1,2026-04-11T04:05:06.670758+00:00
Ado,Ado,ado,family,NG,en,wikidata,Q26971843|Q2824680,4,2,2026-04-11T03:53:58.817238+00:00
Ado Abdullahi Bayero,Ado Abdullahi Bayero,adoabdullahibayero,family,NG,fr,wikidata,Q4683959,2,1,2026-04-11T03:53:58.817238+00:00
Ado Bayero,Ado Bayero,adobayero,family,NG,en,wikidata,Q4683959,1,1,2026-04-11T03:53:58.817238+00:00
Adoboli,Adoboli,adoboli,family,GH,en,wikidata,Q360453,1,1,2026-04-11T03:55:04.900162+00:00
Adoko,Adoko,adoko,family,UG,en,wikidata,Q136644740,1,1,2026-04-11T04:02:16.934249+00:00
Adoli,Adoli,adoli,family,GH|UG,en,wikidata,Q132202298,2,2,2026-04-11T04:02:16.934249+00:00
Adomako,Adomako,adomako,family,GH,en,wikidata,Q37226910,3,1,2026-04-11T03:55:04.900162+00:00
Adomi,Adomi,adomi,family,NG,en,wikidata,Q134063762,1,1,2026-04-11T03:53:58.817238+00:00
Adongo,Adongo,adongo,family,GH,en,wikidata,Q16001860,1,1,2026-04-11T03:55:04.900162+00:00
Adroa,Adroa,adroa,family,UG,en,wikidata,Q1636915,1,1,2026-04-11T04:02:16.934249+00:00
Adu,Adu,adu,family,GH,en,wikidata,Q16158917,2,2,2026-04-11T03:55:04.900162+00:00
Adule,Adule,adule,family,NG,en,wikidata,Q79860613,3,1,2026-04-11T03:53:58.817238+00:00
Afegbua,Afegbua,afegbua,family,NG,en,wikidata,Q123278707,2,1,2026-04-11T03:53:58.817238+00:00
Afewerki,Afewerki,afewerki,family,ER,en,wikidata,Q21488882,1,1,2026-04-11T04:06:05.956447+00:00
Affainie,Affainie,affainie,family,GH,en,wikidata,Q124577960,1,1,2026-04-11T03:55:04.900162+00:00
Affo,Affo,affo,family,GH,en,wikidata,Q16001993,2,2,2026-04-11T03:55:04.900162+00:00
Affou,Affou,affou,family,GH,en,wikidata,Q130570742,1,1,2026-04-11T03:55:04.900162+00:00
Afful,Afful,afful,family,GH,en,wikidata,Q21488883,1,1,2026-04-11T03:55:04.900162+00:00
Affutu,Affutu,affutu,family,GH,en,wikidata,Q55397835,1,1,2026-04-11T03:55:04.900162+00:00
Aflakpui,Aflakpui,aflakpui,family,GH,en,wikidata,Q119556520,1,1,2026-04-11T03:55:04.900162+00:00
Afolabi,Afolabi,afolabi,family,NG,en,wikidata,Q37248951,3,1,2026-04-11T03:53:58.817238+00:00
Afolayan,Afolayan,afolayan,family,NG,en,wikidata,Q37019653,3,1,2026-04-11T03:53:58.817238+00:00
Afoyochan,Afoyochan,afoyochan,family,UG,en,wikidata,Q130288258,1,1,2026-04-11T04:02:16.934249+00:00
Africanus,Africanus,africanus,family,SL,en,wikidata,Q101248905,1,1,2026-04-11T03:56:03.432992+00:00
Afrifa,Afrifa,afrifa,family,GH,en,wikidata,Q130225042,1,1,2026-04-11T03:55:04.900162+00:00
Afriye,Afriye,afriye,family,GH,en,wikidata,Q16159157,1,1,2026-04-11T03:55:04.900162+00:00
Afriyie,Afriyie,afriyie,family,GH,en,wikidata,Q16159157,5,3,2026-04-11T03:55:04.900162+00:00
Aga,Aga,aga,family,ET,en,wikidata,Q30264780,3,1,2026-04-11T04:03:51.884736+00:00
Agada,Agada,agada,family,NG,en,wikidata,Q74451455,3,1,2026-04-11T03:53:58.817238+00:00
Agaja,Agaja,agaja,family,NG,en,wikidata,Q562291,4,1,2026-04-11T03:53:58.817238+00:00
Agama,Agama,agama,family,GH,en,wikidata,Q37525747,3,1,2026-04-11T03:55:04.900162+00:00
Agambire,Agambire,agambire,family,GH,en,wikidata,Q52706419,1,1,2026-04-11T03:55:04.900162+00:00
Agarau,Agarau,agarau,family,NG,en,wikidata,Q116368574,1,1,2026-04-11T03:53:58.817238+00:00
Agawu,Agawu,agawu,family,GH,en,wikidata,Q120250228,1,1,2026-04-11T03:55:04.900162+00:00
Agba,Agba,agba,family,NG,en,wikidata,Q119555749,1,1,2026-04-11T03:53:58.817238+00:00
Agbaje,Agbaje,agbaje,family,NG,en,wikidata,Q16159299,1,1,2026-04-11T03:53:58.817238+00:00
Agbakoba,Agbakoba,agbakoba,family,NG,en,wikidata,Q16159311,1,1,2026-04-11T03:53:58.817238+00:00
Agbamu,Agbamu,agbamu,family,NG,en,wikidata,Q137301537,1,1,2026-04-11T03:54:49.551750+00:00
Agbani,Agbani,agbani,family,NG,en,wikidata,Q104425376,2,1,2026-04-11T03:53:58.817238+00:00
Agbara,Agbara,agbara,family,NG,en,wikidata,Q126927869,1,1,2026-04-11T03:53:58.817238+00:00
Àgbẹ́bí,Àgbẹ́bí,agbebi,family,NG,en,wikidata,Q116368928,1,1,2026-04-11T03:53:58.817238+00:00
Agbegbe Ijoba Ibile Kumi,Agbegbe Ijoba Ibile Kumi,agbegbeijobaibilekumi,family,NG,yo,wikidata,Q6446184,1,1,2026-04-11T03:53:58.817238+00:00
Agbegbe Ijoba Ibile Kurmi,Agbegbe Ijoba Ibile Kurmi,agbegbeijobaibilekurmi,family,NG,yo,wikidata,Q6446184,1,1,2026-04-11T03:53:58.817238+00:00
Agbemenu,Agbemenu,agbemenu,family,GH,en,wikidata,Q131193142,1,1,2026-04-11T03:55:04.900162+00:00
Agbenyenu,Agbenyenu,agbenyenu,family,GH,en,wikidata,Q128122881,1,1,2026-04-11T03:55:04.900162+00:00
Agbetu,Agbetu,agbetu,family,NG,en,wikidata,Q15947675,1,1,2026-04-11T03:53:58.817238+00:00
Agbo,Agbo,agbo,family,GH|NG,en,wikidata,Q4691660,2,2,2026-04-11T03:55:04.900162+00:00
Agbogun,Agbogun,agbogun,family,NG,en,wikidata,Q136487799,1,1,2026-04-11T03:54:49.551750+00:00
Agema,Agema,agema,family,NG,en,wikidata,Q61467883,1,1,2026-04-11T03:53:58.817238+00:00
Ageno,Ageno,ageno,family,UG,en,wikidata,Q99980681,2,1,2026-04-11T04:02:16.934249+00:00
Aggrey-Fynn,Aggrey-Fynn,aggreyfynn,family,NG,en,wikidata,Q79689852,3,1,2026-04-11T03:53:58.817238+00:00
Aghorunse,Aghorunse,aghorunse,family,NG,en,wikidata,Q138794564,1,1,2026-04-11T03:54:49.551750+00:00
Agi,Agi,agi,family,NG,en,wikidata,Q134287676,1,1,2026-04-11T03:53:58.817238+00:00
Agne,Agne,agne,family,SN,en,wikidata,Q37555363,3,1,2026-04-11T03:55:29.976892+00:00
Agnes,Agnes,agnes,family,UG,en,wikidata,Q37457710,3,1,2026-04-11T04:02:16.934249+00:00
Ago,Ago,ago,family,NG,en,wikidata,Q37275996,3,1,2026-04-11T03:53:58.817238+00:00
Agogo,Agogo,agogo,family,GH|NG,en,wikidata,Q75316564,4,2,2026-04-11T03:55:04.900162+00:00
Agoro,Agoro,agoro,family,NG,en,wikidata,Q37546763,3,1,2026-04-11T03:53:58.817238+00:00
Agu,Agu,agu,family,NG,en,wikidata,Q4694413,1,1,2026-04-11T03:53:58.817238+00:00
Aguda,Aguda,aguda,family,NG,en,wikidata,Q21497398,1,1,2026-04-11T03:53:58.817238+00:00
Agueh,Agueh,agueh,family,NG,en,wikidata,Q105107482,4,1,2026-04-11T03:53:58.817238+00:00
Agunbiade,Agunbiade,agunbiade,family,NG,en,wikidata,Q37478852,3,1,2026-04-11T03:53:58.817238+00:00
Agyapong,Agyapong,agyapong,family,GH,en,wikidata,Q37047987,1,1,2026-04-11T03:55:04.900162+00:00
Agyare,Agyare,agyare,family,GH,en,wikidata,Q37303081,3,1,2026-04-11T03:55:04.900162+00:00
Agyarkwa,Agyarkwa,agyarkwa,family,GH,en,wikidata,Q131674578,1,1,2026-04-11T03:55:04.900162+00:00
Agyei,Agyei,agyei,family,GH,en,wikidata,Q4694728,1,1,2026-04-11T03:55:04.900162+00:00
Agyeman,Agyeman,agyeman,family,GH,en,wikidata,Q21507252,1,1,2026-04-11T03:55:04.900162+00:00
Agyemang,Agyemang,agyemang,family,GH,en,wikidata,Q399592,1,1,2026-04-11T03:55:04.900162+00:00
Agyepong,Agyepong,agyepong,family,GH,en,wikidata,Q37221524,3,1,2026-04-11T03:55:04.900162+00:00
Áhà ezi na ụlọ,Áhà ezi na ụlọ,ahaezinaulo,family,KE,ig,wikidata,Q23308483,1,1,2026-04-11T04:01:06.680289+00:00
Áhà èzí n'úlò,Áhà èzí n'úlò,ahaezinulo,family,LR|ML|NG|SN|SO,ig,wikidata,Q1444604|Q16883460|Q21509961|Q3707873|Q37086853|Q37116107|Q37169406|Q66377520,10,9,2026-04-11T04:05:06.670758+00:00
Aha ezinụlọ ozugbo,Aha ezinụlọ ozugbo,ahaezinuloozugbo,family,ET|GM|SN|TZ,ig,wikidata,Q16799956|Q1920387|Q30089710|Q30091073|Q97187250,6,6,2026-04-11T04:03:51.884736+00:00
Ahamed,Ahamed,ahamed,family,SO,en,wikidata,Q16159602,3,1,2026-04-11T04:05:06.670758+00:00
Áhà ńnà,Áhà ńnà,ahanna,family,NG,ig,wikidata,Q105722741,1,1,2026-04-11T03:53:58.817238+00:00
Aha nwoke,Aha nwoke,ahanwoke,family,NG,ig,wikidata,Q117707292,1,1,2026-04-11T03:53:58.817238+00:00
Ahenkorah,Ahenkorah,ahenkorah,family,GH,en,wikidata,Q105063104,1,1,2026-04-11T03:55:04.900162+00:00
Ahenkwah,Ahenkwah,ahenkwah,family,GH,en,wikidata,Q115218766,1,1,2026-04-11T03:55:04.900162+00:00
Ahinful,Ahinful,ahinful,family,GH,en,wikidata,Q16159629,1,1,2026-04-11T03:55:04.900162+00:00
Ahlin,Ahlin,ahlin,family,SO,en,wikidata,Q10405282,1,1,2026-04-11T04:05:06.670758+00:00
Ahmad,Ahmad,ahmad,family,NG|SO,en,wikidata,Q33816150,6,2,2026-04-11T04:05:06.670758+00:00
Ahmed,Ahmed,ahmed,family,ET|GH|KE|NG|SO|TZ,en,wikidata,Q11957066,18,6,2026-04-11T04:05:06.670758+00:00
Ahou,Ahou,ahou,family,NE,en,wikidata,Q26972096,3,1,2026-04-11T03:59:54.371781+00:00
Aiah,Aiah,aiah,family,NG,en,wikidata,Q123189281,1,1,2026-04-11T03:53:58.817238+00:00
Aidoo,Aidoo,aidoo,family,GH,en,wikidata,Q16479314,1,1,2026-04-11T03:55:04.900162+00:00
Aigbogun,Aigbogun,aigbogun,family,NG,en,wikidata,Q133105127,6,1,2026-04-11T03:53:58.817238+00:00
Aigosaamiedkan,Aigosaamiedkan,aigosaamiedkan,family,NG,en,wikidata,Q67814089,2,1,2026-04-11T03:53:58.817238+00:00
Àìkúlọlá,Àìkúlọlá,aikulola,family,NG,en,wikidata,Q116369014,1,1,2026-04-11T03:53:58.817238+00:00
Aila,Aila,aila,family,KE,en,wikidata,Q4696992,1,1,2026-04-11T04:01:06.680289+00:00
Aimable,Aimable,aimable,family,SN|UG,en,wikidata,Q37548354,6,2,2026-04-11T04:02:16.934249+00:00
Aina,Aina,aina,family,NG,en,wikidata,Q119555915,1,1,2026-04-11T03:53:58.817238+00:00
Airo,Airo,airo,family,KE|TZ,en,wikidata,Q30090751,6,2,2026-04-11T04:03:05.784060+00:00
Aiyédọgbọ́n,Aiyédọgbọ́n,aiyedogbon,family,NG,en,wikidata,Q116368906,1,1,2026-04-11T03:53:58.817238+00:00
Aiyegbusi,Aiyegbusi,aiyegbusi,family,NG,en,wikidata,Q105723467,2,1,2026-04-11T03:53:58.817238+00:00
Ajado,Ajado,ajado,family,NG,en,wikidata,Q121832461,1,1,2026-04-11T03:53:58.817238+00:00
Ajagbe,Ajagbe,ajagbe,family,NG,en,wikidata,Q116368428,1,1,2026-04-11T03:53:58.817238+00:00
Ajah,Ajah,ajah,family,NG,en,wikidata,Q123189281,1,1,2026-04-11T03:53:58.817238+00:00
Ajai-Lycett,Ajai-Lycett,ajailycett,family,NG,en,wikidata,Q55384139,1,1,2026-04-11T03:53:58.817238+00:00
Ajakaiye,Ajakaiye,ajakaiye,family,NG,en,wikidata,Q108691745,3,1,2026-04-11T03:53:58.817238+00:00
Ajala,Ajala,ajala,family,NG,en,wikidata,Q37573973,3,1,2026-04-11T03:53:58.817238+00:00
Ajao,Ajao,ajao,family,GH|NG,en,wikidata,Q37209615,6,2,2026-04-11T03:55:04.900162+00:00
Àjàṣorò,Àjàṣorò,ajasoro,family,NG,en,wikidata,Q116369368,1,1,2026-04-11T03:53:58.817238+00:00
Ajavon,Ajavon,ajavon,family,LR,en,wikidata,Q16160192,3,1,2026-04-11T03:56:18.349080+00:00
Ajayi,Ajayi,ajayi,family,NG,en,wikidata,Q16002270,2,1,2026-04-11T03:53:58.817238+00:00
Ajeigbé,Ajeigbé,ajeigbe,family,NG,en,wikidata,Q116368717,2,1,2026-04-11T03:53:58.817238+00:00
Ajelogbon,Ajelogbon,ajelogbon,family,NG,en,wikidata,Q108307549,1,1,2026-04-11T03:53:58.817238+00:00
Ajibade,Ajibade,ajibade,family,NG,en,wikidata,Q37044899,3,1,2026-04-11T03:53:58.817238+00:00
Ajíbìkẹ́,Ajíbìkẹ́,ajibike,family,NG,en,wikidata,Q116369170,1,1,2026-04-11T03:53:58.817238+00:00
Ajibola,Ajibola,ajibola,family,NG,en,wikidata,Q56537430,1,1,2026-04-11T03:53:58.817238+00:00
Ajiboye,Ajiboye,ajiboye,family,NG,en,wikidata,Q16479318,1,1,2026-04-11T03:53:58.817238+00:00
Ajisola,Ajisola,ajisola,family,NG,en,wikidata,Q116368242,1,1,2026-04-11T03:53:58.817238+00:00
Ajok,Ajok,ajok,family,UG,en,wikidata,Q3607286,1,1,2026-04-11T04:02:16.934249+00:00
Ajomale,Ajomale,ajomale,family,NG,en,wikidata,Q111397826,1,1,2026-04-11T03:53:58.817238+00:00
Ajose,Ajose,ajose,family,NG,en,wikidata,Q16002273,2,1,2026-04-11T03:53:58.817238+00:00
Ajunwa,Ajunwa,ajunwa,family,NG,en,wikidata,Q79378972,3,1,2026-04-11T03:53:58.817238+00:00
Àjùwọ̀n,Àjùwọ̀n,ajuwon,family,NG,en,wikidata,Q116368951,1,1,2026-04-11T03:53:58.817238+00:00
Akı,Akı,ak,family,SL,en,wikidata,Q19768391,1,1,2026-04-11T03:56:03.432992+00:00
Aka,Aka,aka,family,NG,en,wikidata,Q37235753,3,1,2026-04-11T03:53:58.817238+00:00
Akaa,Akaa,akaa,family,NG,en,wikidata,Q79775276,3,1,2026-04-11T03:53:58.817238+00:00
Akachi,Akachi,akachi,family,NG,ig,wikidata,Q130477988,2,1,2026-04-11T03:53:58.817238+00:00
Akachukwu,Akachukwu,akachukwu,family,NG,en,wikidata,Q130477988,1,1,2026-04-11T03:53:58.817238+00:00
Akaheeh,Akaheeh,akaheeh,family,GH,en,wikidata,Q138501847,1,1,2026-04-11T03:55:04.900162+00:00
Akainyah,Akainyah,akainyah,family,GH,en,wikidata,Q126463570,1,1,2026-04-11T03:55:04.900162+00:00
Akala,Akala,akala,family,NG,en,wikidata,Q113459797,1,1,2026-04-11T03:53:58.817238+00:00
Akanbi,Akanbi,akanbi,family,NG,en,wikidata,Q16002279,1,1,2026-04-11T03:53:58.817238+00:00
Akande,Akande,akande,family,NG,en,wikidata,Q16002281,2,1,2026-04-11T03:53:58.817238+00:00
Akanji,Akanji,akanji,family,NG,en,wikidata,Q15948638,3,1,2026-04-11T03:53:58.817238+00:00
Akanni,Akanni,akanni,family,NG,en,wikidata,Q37441553,3,1,2026-04-11T03:53:58.817238+00:00
Akano,Akano,akano,family,NG,en,wikidata,Q116368485,1,1,2026-04-11T03:53:58.817238+00:00
Akau,Akau,akau,family,NG,en,wikidata,Q37522870,3,1,2026-04-11T03:53:58.817238+00:00
Akawala,Akawala,akawala,family,NE,en,wikidata,Q126473895,3,1,2026-04-11T03:59:54.371781+00:00
Akdağ,Akdağ,akdag,family,KE,en,wikidata,Q416943,3,1,2026-04-11T04:01:06.680289+00:00
Ake,Ake,ake,family,NG,en,wikidata,Q37519457,3,1,2026-04-11T03:53:58.817238+00:00
Akeju,Akeju,akeju,family,NG,en,wikidata,Q104841928,1,1,2026-04-11T03:53:58.817238+00:00
Akello,Akello,akello,family,UG,en,wikidata,Q35330930,1,1,2026-04-11T04:02:16.934249+00:00
Akerele,Akerele,akerele,family,NG,en,wikidata,Q16479321,3,1,2026-04-11T03:53:58.817238+00:00
Åkerström,Åkerström,akerstrom,family,NG,en,wikidata,Q21487726,3,1,2026-04-11T03:53:58.817238+00:00
Akewo,Akewo,akewo,family,NG,en,wikidata,Q134384634,2,1,2026-04-11T03:53:58.817238+00:00
Akhabue,Akhabue,akhabue,family,NG,en,wikidata,Q135615310,2,1,2026-04-11T03:53:58.817238+00:00
Akhuetie,Akhuetie,akhuetie,family,NG,en,wikidata,Q136471189,2,1,2026-04-11T03:53:58.817238+00:00
Aki,Aki,aki,family,SL,am,wikidata,Q19768391,2,1,2026-04-11T03:56:03.432992+00:00
Akibar,Akibar,akibar,family,TZ,en,wikidata,Q30090681,3,1,2026-04-11T04:03:05.784060+00:00
Akim,Akim,akim,family,GH,en,wikidata,Q418389,2,1,2026-04-11T03:55:04.900162+00:00
Akimana,Akimana,akimana,family,RW,en,wikidata,Q133525131,1,1,2026-04-11T04:06:35.644753+00:00
Akim people,Akim people,akimpeople,family,GH,en,wikidata,Q418389,1,1,2026-04-11T03:55:04.900162+00:00
Akinbiyi,Akinbiyi,akinbiyi,family,NG,en,wikidata,Q26712694,3,1,2026-04-11T03:53:58.817238+00:00
Akínbò,Akínbò,akinbo,family,NG,en,wikidata,Q116369107,1,1,2026-04-11T03:53:58.817238+00:00
Akinbobola,Akinbobola,akinbobola,family,NG,en,wikidata,Q116368250,1,1,2026-04-11T03:53:58.817238+00:00
Akinboboye,Akinboboye,akinboboye,family,NG,en,wikidata,Q116368550,1,1,2026-04-11T03:53:58.817238+00:00
Akinbode,Akinbode,akinbode,family,NG,en,wikidata,Q116368396,1,1,2026-04-11T03:53:58.817238+00:00
Akinbule,Akinbule,akinbule,family,NG,en,wikidata,Q131173695,1,1,2026-04-11T03:53:58.817238+00:00
Akinbusuyi,Akinbusuyi,akinbusuyi,family,NG,en,wikidata,Q131403752,1,1,2026-04-11T03:54:55.800945+00:00
Akindele,Akindele,akindele,family,NG,en,wikidata,Q16160622,3,1,2026-04-11T03:53:58.817238+00:00
Akindoju,Akindoju,akindoju,family,NG,en,wikidata,Q111144533,1,1,2026-04-11T03:53:58.817238+00:00
Akinfeleye,Akinfeleye,akinfeleye,family,NG,en,wikidata,Q134602807,1,1,2026-04-11T03:53:58.817238+00:00
Akinfenwa,Akinfenwa,akinfenwa,family,NG,en,wikidata,Q4701057,1,1,2026-04-11T03:53:58.817238+00:00
Akinfenwa (aha ezinụlọ),Akinfenwa (aha ezinụlọ),akinfenwaahaezinulo,family,NG,ig,wikidata,Q4701057,1,1,2026-04-11T03:53:58.817238+00:00
Akinfenwa (aha nna),Akinfenwa (aha nna),akinfenwaahanna,family,NG,ig,wikidata,Q4701057,1,1,2026-04-11T03:53:58.817238+00:00
Akinfolarin,Akinfolarin,akinfolarin,family,NG,en,wikidata,Q116368689,2,2,2026-04-11T03:53:58.817238+00:00
Akingbade,Akingbade,akingbade,family,NG,en,wikidata,Q4701058,1,1,2026-04-11T03:53:58.817238+00:00
Akínjídé,Akínjídé,akinjide,family,NG,en,wikidata,Q116368708,1,1,2026-04-11T03:53:58.817238+00:00
Akinjogbin,Akinjogbin,akinjogbin,family,NG,en,wikidata,Q116368260,1,1,2026-04-11T03:53:58.817238+00:00
Akinjogunla,Akinjogunla,akinjogunla,family,NG,en,wikidata,Q125050980,1,1,2026-04-11T03:53:58.817238+00:00
Akinkugbe,Akinkugbe,akinkugbe,family,NG,en,wikidata,Q110067913,6,1,2026-04-11T03:53:58.817238+00:00
Akínlámì,Akínlámì,akinlami,family,NG,en,wikidata,Q116368730,1,1,2026-04-11T03:53:58.817238+00:00
Akinlolú,Akinlolú,akinlolu,family,NG,en,wikidata,Q116368702,1,1,2026-04-11T03:53:58.817238+00:00
Akínmọ́láyan,Akínmọ́láyan,akinmolayan,family,NG,en,wikidata,Q116368931,1,1,2026-04-11T03:53:58.817238+00:00
Akínnawọ́,Akínnawọ́,akinnawo,family,NG,en,wikidata,Q116368745,2,1,2026-04-11T03:53:58.817238+00:00
Akinola,Akinola,akinola,family,NG,en,wikidata,Q37465782,3,1,2026-04-11T03:53:58.817238+00:00
Akinọ̀shó,Akinọ̀shó,akinosho,family,NG,en,wikidata,Q116369110,2,1,2026-04-11T03:53:58.817238+00:00
Akinpelu,Akinpelu,akinpelu,family,NG,en,wikidata,Q37132208,3,1,2026-04-11T03:53:58.817238+00:00
Akinradewo,Akinradewo,akinradewo,family,NG,en,wikidata,Q66789043,2,1,2026-04-11T03:53:58.817238+00:00
Akinremi,Akinremi,akinremi,family,NG,en,wikidata,Q116368270,1,1,2026-04-11T03:53:58.817238+00:00
Akins,Akins,akins,family,NG,en,wikidata,Q37532426,3,1,2026-04-11T03:53:58.817238+00:00
Akinsanya,Akinsanya,akinsanya,family,NG,en,wikidata,Q37131030,3,1,2026-04-11T03:53:58.817238+00:00
Akinsete,Akinsete,akinsete,family,NG,en,wikidata,Q116368274,1,1,2026-04-11T03:53:58.817238+00:00
Akinsola,Akinsola,akinsola,family,NG,en,wikidata,Q36917139,3,1,2026-04-11T03:53:58.817238+00:00
Akintola,Akintola,akintola,family,NG,en,wikidata,Q37307670,3,1,2026-04-11T03:53:58.817238+00:00
Akintomide,Akintomide,akintomide,family,NG,en,wikidata,Q116368284,1,1,2026-04-11T03:53:58.817238+00:00
Akintonwa,Akintonwa,akintonwa,family,NG,en,wikidata,Q116368287,2,1,2026-04-11T03:53:58.817238+00:00
Akintunde,Akintunde,akintunde,family,NG,en,wikidata,Q37474752,3,1,2026-04-11T03:53:58.817238+00:00
Akinwale,Akinwale,akinwale,family,NG,en,wikidata,Q24085304,2,2,2026-04-11T03:53:58.817238+00:00
Akinwande,Akinwande,akinwande,family,NG,en,wikidata,Q15948294,2,2,2026-04-11T03:53:58.817238+00:00
Akínwọlérẹ̀,Akínwọlérẹ̀,akinwolere,family,NG,en,wikidata,Q116369143,1,1,2026-04-11T03:53:58.817238+00:00
Akínwùmí,Akínwùmí,akinwumi,family,NG,en,wikidata,Q116369118,2,1,2026-04-11T03:53:58.817238+00:00
Akínwùmí Íṣọ̀lá,Akínwùmí Íṣọ̀lá,akinwumiisola,family,NG,en,wikidata,Q4701089,3,1,2026-04-11T03:53:58.817238+00:00
Akínwùnmí,Akínwùnmí,akinwunmi,family,NG,en,wikidata,Q116368291,2,1,2026-04-11T03:53:58.817238+00:00
Akinwunmi Isola,Akinwunmi Isola,akinwunmiisola,family,NG,en,wikidata,Q4701089,1,1,2026-04-11T03:53:58.817238+00:00
Akinyele,Akinyele,akinyele,family,NG,en,wikidata,Q37547819,3,1,2026-04-11T03:53:58.817238+00:00
Akinyemi,Akinyemi,akinyemi,family,NG,en,wikidata,Q37524485,3,1,2026-04-11T03:53:58.817238+00:00
Akinyode,Akinyode,akinyode,family,NG,en,wikidata,Q110348686,3,1,2026-04-11T03:53:58.817238+00:00
Akita,Akita,akita,family,UG,en,wikidata,Q4701219,1,1,2026-04-11T04:02:16.934249+00:00
Ako,Ako,ako,family,TZ,en,wikidata,Q37267034,3,1,2026-04-11T04:03:05.784060+00:00
